S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,gene
469.0126,294.2112,602.9236,274.0885,295.6674,204.5264,302.8304,445.6187,428.2952,1710.247,396.0021,185.4091,455.9342,287.6788,344.2374,389.437,438.1827,690.4168,326.0759,212.3934,PKP2
46.2185,8.5878,20.1294,2.2786,22.2482,135.5526,263.5339,154.1171,36.7386,3.2391,76.5121,3.6276,27.9083,9.901,30.0494,48.1718,56.7637,7.4813,45.5696,27.4674,PKP3
5069.328,1659.984,3811.167,3750.319,5158.074,1005.868,6976.917,1092.03,3129.871,2131.331,7623.988,2155.981,5674.204,2854.235,3456.447,3150.9,6846.35,2323.121,6308.354,4516.474,PKP4
1598.214,1055.025,1342.439,1018.88,1115.34,1380.912,2068.975,1810.656,968.7399,536.2191,1279.338,742.0395,1206.228,748.6249,1062.381,1186.883,1165.901,956.8935,1151.392,1165.768,PL-5283
301.4706,2011.768,266.475,545.5729,194.3794,829.1223,227.2602,1919.419,475.991,819.1991,197.8287,477.2269,300.8226,1012.101,346.9,877.5392,238.489,1488.778,268.8608,617.0587,PLA1A
1180.672,1340.331,1183.801,640.9505,1447.307,620.764,1071.998,377.8071,996.1328,1010.895,1435.809,645.3043,1211.222,933.9934,1035.375,997.0981,1292.088,785.5362,1564.557,846.0603,PLA2G12A
560.3992,38.486,602.9236,32.5521,105.3864,289.3067,0.2748,195.0683,140.5092,116.6078,85.1284,0.8061,150.7051,53.3553,74.5531,200.2322,132.7208,63.0566,78.9873,16.2888,PLA2G12B
1241.071,1078.244,1449.796,783.8542,1209.602,1038.438,900.2473,1333.333,1492.427,285.0412,1020.851,580.4111,871.0341,606.1606,1179.916,1687.174,1055.641,1271.464,980.7595,1274.999,PLA2G15
1513.656,2342.239,1814.043,1314.779,2118.852,2319.243,758.4501,5237.34,1689.011,2515.901,1083.233,995.5663,1334.606,1819.032,1370.103,5175.276,1927.106,3854.293,1624.304,3666.261,PLA2G16
5.7773,52.799,0,5.8594,4.6838,387.0195,0,253.1924,18.0471,2.6502,0.3446,3.6276,20.8578,30.8031,8.3682,2.9019,13.4763,3.5625,0,150.432,PLA2G2D
283.6134,118.9567,169.6621,122.7214,166.2763,138.4265,132.454,138.7054,297.1318,47.9976,177.839,82.2249,412.7497,303.0803,286.0403,51.6541,112.7106,49.5191,147.3418,167.679,PLA2G4A
180.6723,378.4987,300.024,520.8333,220.726,517.7823,47.5405,305.1519,344.8276,265.9011,159.228,426.0379,310.2233,431.7932,321.7954,162.5073,153.5477,464.9092,230.8861,392.8479,PLA2G4C
379.2017,0,439.0127,0.3255,836.0656,0.479,1477.604,0,647.438,0.2945,704.1186,0,540.8343,123.2123,741.7269,0.5804,671.7713,0.3563,927.0886,7.0265,PLA2G4F
262.605,419.5293,208.4831,174.1536,382.904,173.3924,78.8678,56.3628,108.9268,156.066,122.0059,165.659,132.4912,135.8636,116.0137,145.0958,164.9821,55.5753,115.9494,116.8962,PLA2G6
5.7773,462.7863,3.8342,212.2396,7.0258,379.8348,5.496,38.3091,16.758,63.0153,1.0339,70.9391,25.2644,50.055,20.9205,161.3465,6.5339,30.2814,1.0127,145.0024,PLA2G7
865.5462,137.0865,1600.288,211.5885,3609.485,119.2672,60.1814,182.7389,5549.791,83.6278,2044.115,205.5623,2949.177,991.1991,4692.278,145.6761,3497.294,59.4941,3730.127,152.6677,PLA2R1
640.2311,703.874,668.0805,820.3125,781.6159,935.4568,1297.334,1176.574,897.1866,671.3781,870.5842,815.792,891.5952,741.4741,906.4093,478.2356,862.8729,706.4482,860.2532,738.0878,PLAA
33.0882,6.3613,27.7977,9.4401,31.6159,9.5797,31.6021,9.247,12.5685,4.1225,102.0162,7.2551,49.6475,9.3509,14.8345,0.5804,71.465,1.425,74.9367,5.1102,PLAC2
17.3319,69.6565,5.7513,57.6172,11.1241,167.6446,7.6944,70.8939,60.5865,41.5194,2.7572,99.1536,37.0153,61.6062,44.5036,88.7986,7.7591,32.0627,0.5063,110.1891,PLAC8
69.3277,152.0356,54.1577,198.2422,62.6464,203.5684,27.2053,223.69,152.4331,132.5088,38.2561,420.395,62.2797,213.4213,121.7193,195.0087,41.6539,416.4589,38.9873,75.0563,PLAC9
141.8067,26.3995,62.7846,26.0417,191.452,12.9326,177.2465,24.2184,68.6432,11.7786,137.8597,26.1991,152.1739,56.6557,141.1183,7.545,117.2027,10.6876,145.8228,86.2349,PLAG1
361.7857,933.1838,317.2202,790.3516,427.9274,439.1666,163.1932,139.5861,300.9765,452.2792,317.7046,515.0867,347.8085,583.6084,321.7649,636.6802,295.657,346.6227,342.7494,495.6879,PLAGL1
357.1429,368.6387,518.0925,415.6901,533.9578,350.6167,377.3015,361.5148,408.6368,415.4888,434.9474,394.1959,537.8966,484.0484,502.8528,308.1834,371.2098,206.27,381.7722,448.7409,PLAGL2
2180.672,612.9135,2320.153,769.5312,4203.162,1491.558,598.7909,810.6561,7972.285,563.6042,2906.772,1898.025,3356.639,2088.559,5193.99,1146.256,2933.333,1042.038,2854.177,680.2976,PLAT
53.5714,347.9644,85.7896,436.5234,115.9251,1628.069,166.5293,1644.21,208.1856,188.7515,35.1542,461.5075,128.3784,233.7734,193.9901,608.2414,49.413,325.9708,86.0759,670.716,PLAUR
2890.268,875.6425,637.8385,763.2715,1810.369,2806.864,2874.883,993.8309,1116.642,455.48,7948.968,1614.772,1904.501,987.3157,975.1008,676.8079,3478.428,541.8596,3389.428,5726.48,PLAU
9.979,134.8601,11.0232,239.5833,8.1967,113.0404,20.8849,126.376,56.7193,73.9105,11.0288,67.7146,50.235,67.1067,29.6691,72.5479,17.1516,39.544,7.5949,121.3677,PLB1
776.7857,600.1908,662.3532,736.9792,888.1733,892.8272,1307.502,1409.952,1149.533,698.4688,832.6728,346.2314,689.1892,535.2035,876.3789,994.1962,782.0316,979.6936,842.5316,1236.672,PLBD1
639.1807,1190.84,689.6717,1152.018,689.6956,1101.665,608.4089,1257.596,929.7454,605.4181,695.5023,750.1008,771.7391,1105.061,845.1883,991.2943,705.2578,840.7553,584.8101,1147.882,PLBD2
727.9412,1768.766,397.7954,702.474,615.3396,685.9059,1508.656,1145.31,471.8015,2088.045,1407.892,1068.924,1081.375,1952.695,448.0791,928.0325,958.4482,928.7496,830.3797,571.0667,PLCB1
120.2731,774.8092,62.3053,621.4193,83.7237,707.4602,22.8085,295.4646,163.7125,248.5277,43.0812,410.3184,272.3267,385.5886,153.6706,329.0772,45.7376,142.8571,25.8228,654.4272,PLCB2
286.7647,481.8702,297.1483,517.2526,300.3513,770.6861,352.2946,413.0339,272.9617,325.0883,406.3415,926.6425,383.3725,474.6975,508.9388,604.7591,388.3614,487.353,377.2152,432.4521,PLCB3
160.1891,840.3308,154.3254,378.2552,220.1405,248.114,223.413,266.4025,281.3406,135.7479,290.1947,335.3486,290.8343,390.5391,529.0985,110.8532,260.5411,223.0139,279.4937,569.7892,PLCB4
381.3025,223.2824,350.8267,189.7786,540.9836,240.4502,550.4259,198.1506,504.9952,162.2497,481.8197,307.5373,218.5664,192.5193,504.3743,249.5647,474.1194,234.7702,520.5063,375.2816,PLCD1
265.2311,519.7201,265.0371,577.474,318.5012,348.7008,489.695,293.2629,511.1183,270.0236,407.7201,419.9919,279.3772,391.6392,548.4975,677.8874,357.7335,342.7146,310.8861,2193.241,PLCD3
212.7101,69.0204,251.1383,58.2682,406.3232,68.9738,173.9489,42.7125,279.407,55.0648,251.9387,77.7912,271.7391,123.7624,268.1628,53.9756,236.4472,58.7816,430.3797,62.2808,PLCD4
370.2731,282.7608,687.7546,252.9297,1690.281,476.1106,100.0275,328.9212,1764.744,421.0836,891.6078,199.9194,1148.649,644.6645,2012.172,344.7475,1439.51,201.2825,1616.709,258.7047,PLCE1
754.7269,1356.193,892.878,1496.738,1135.82,1991.584,660.3462,938.3531,1550.11,2047.108,1028.423,2781.113,1363.39,1954.851,1309.236,1367.922,1009.903,1105.807,894.6734,1590.868,PLCG1
1743.172,685.7506,2073.808,641.6016,3396.956,815.7107,2453.696,398.5029,2417.016,651.0601,2221.265,1172.108,2421.857,1166.667,3558.768,566.4539,2704.237,745.2797,3406.076,525.7136,PLCG2
101.8908,165.7125,121.2557,559.2448,127.6347,80.4694,241.8247,182.2985,148.8882,196.9965,122.0059,130.5925,206.5217,247.5248,252.1871,84.7359,154.3645,209.1201,125.5696,416.8021,PLCH1
698.0042,90.0127,457.7043,76.1719,397.541,60.3521,14.0148,30.3831,115.05,31.5077,392.5556,166.4651,344.8884,186.4686,74.5531,41.7876,693.8234,118.632,520.5063,40.5623,PLCH2
2709.559,236.3232,2126.048,347.0052,2929.742,456.9513,1567.738,196.3893,1863.68,342.4617,4003.447,724.7078,2722.973,851.4851,1525.675,298.8973,3800.715,345.9209,3184.81,216.5454,PLCL1
826.1555,423.3461,763.9588,479.8177,788.6417,332.8943,1102.775,210.48,881.7274,634.2756,985.3524,658.2023,1142.479,766.7767,686.9532,236.2159,1082.593,328.8208,855.1899,564.9984,PLCL2
70.3782,135.4962,53.6784,160.8073,160.4215,618.3691,85.1882,103.919,59.6197,229.9764,65.1387,163.6437,64.0423,112.2112,89.0072,145.6761,62.8892,76.238,77.9747,76.3339,PLCXD1
40.9664,83.68,42.2046,64.1276,40.3981,119.2672,37.3921,113.166,53.4998,39.1637,27.2307,40.3063,66.1486,36.3036,48.3073,26.6976,47.3711,19.5939,36.962,109.5503,PLCXD2
688.5504,35.6234,930.266,49.4792,665.1054,176.2663,48.0901,33.4654,678.3758,142.2261,480.7858,51.5921,1086.369,613.8614,653.4804,63.8421,525.1659,47.7378,504.8101,29.7031,PLCXD3
1453.782,1114.186,1679.367,728.5156,1286.3,463.657,289.0904,458.8287,752.1753,1096.29,759.2625,1564.289,957.9906,735.4235,782.8072,1165.99,1219.806,1228.358,1065.316,699.7803,PLD1
260.5042,607.8244,259.2859,711.263,354.2155,700.7544,360.5386,370.7618,453.1099,492.9329,317.422,820.2338,412.1622,548.4048,487.2575,598.3749,328.3308,490.9156,318.9873,822.1062,PLD2
2874.475,4601.781,2725.138,3468.425,2806.792,5555.742,3309.426,3568.912,3752.175,2937.574,2797.174,3848.851,2556.992,3476.898,3333.967,4463.726,3085.656,4441.04,3035.949,5153.334,PLD3
30.4622,261.4504,14.8574,396.1589,24.0047,105.8556,6.3204,106.561,91.2021,52.1201,22.4022,119.7098,107.5206,211.2211,65.4241,286.1288,34.7116,307.8019,15.6962,810.6082,PLD4
13.6555,1.5903,15.816,15.9505,29.274,2.3949,2.1984,1.321,28.0374,2.9446,26.1933,2.4184,59.9295,40.7041,36.5158,0,21.2353,4.275,16.7089,2.2357,PLD5
112.9202,124.4179,114.6322,87.7344,100.8782,79.9904,64.3034,36.9881,94.4248,216.4311,98.5525,52.3982,102.5264,85.8086,78.3568,163.668,120.0613,94.4068,110.3797,75.0563,PLD6
1446.954,1967.239,1274.862,2320.638,1347.775,1125.135,942.8414,894.76,1181.76,1753.534,1000.517,1399.033,1353.995,1509.351,1168.505,1604.179,1223.481,1511.578,1150.886,1229.646,PLDN
2254.727,4166.667,2792.715,6080.078,3629.977,8742.426,3182.742,8455.746,5254.592,4822.438,6115.113,12722.69,4094.888,6933.993,5353.747,6601.857,4513.323,3776.274,4708.354,7758.268,PLEC
145.4832,173.3461,113.5873,186.5234,111.8267,702.6703,330.5853,638.4852,125.3626,576.5607,117.5254,262.7973,82.8437,79.758,167.7444,507.8352,110.6687,505.5219,115.443,152.029,PLEK2
2313.025,3821.565,2346.993,5545.898,2470.726,1420.668,3222.589,2387.054,1771.834,1415.783,1333.793,2697.702,1710.341,2273.377,2192.088,2034.823,1613.068,2853.224,1706.329,2336.647,PLEKHA1
1502.101,3996.501,1217.829,3529.622,1591.335,1902.527,2938.17,1383.091,1771.511,2574.205,1408.582,2016.929,2168.331,2913.091,1926.208,3073.128,1608.167,1783.042,1653.165,2657.313,PLEKHA2
457.458,319.3384,474.4788,369.4661,478.3372,329.5414,495.191,411.2726,447.9536,401.3545,422.8847,334.9456,410.9871,298.1298,451.8828,356.3552,408.78,431.0652,449.1139,361.2285,PLEKHA3
176.4706,535.6234,203.2111,1035.156,324.9415,698.3595,544.6551,772.7873,621.6565,296.8198,316.3881,749.6977,462.1034,797.0297,659.9467,695.8793,274.4257,708.9419,258.7342,1032.264,PLEKHA4
2544.118,1754.135,2239.636,1566.406,1757.611,805.173,1076.944,1220.608,1160.49,1744.405,1504.394,975.4131,1636.31,1342.684,1468.619,814.8578,1615.927,1660.135,1533.165,1003.519,PLEKHA5
2575.105,665.3944,2580.877,1064.128,2688.525,557.538,2045.892,535.4469,1736.062,981.4488,3178.701,671.5034,3085.488,1749.175,2338.912,1291.933,3033.384,972.2123,3381.772,1629.84,PLEKHA6
1722.689,451.3359,1872.514,786.1328,1271.663,117.8302,1077.494,86.3056,829.1976,767.9623,1413.062,555.8243,1105.758,1214.522,974.1347,690.6558,1562.021,553.2597,1240,493.1359,PLEKHA7
142.3319,71.883,178.289,82.0312,127.0492,80.4694,74.1962,142.6684,82.5008,93.934,128.5542,95.526,146.2985,68.2068,100.4184,147.4173,160.0817,85.8568,139.2405,96.7747,PLEKHA8
36.2395,68.3842,29.7148,106.4453,40.3981,94.36,70.349,210.48,43.5063,87.4558,41.0133,64.8932,45.5347,43.4543,43.3625,63.8421,50.6381,93.3381,31.3924,68.6685,PLEKHA9
521.0084,48.028,353.7024,85.612,410.4215,86.6962,1256.114,153.2365,626.1682,123.6749,492.8485,31.4389,407.7556,150.165,527.9574,43.5287,471.2608,58.7816,543.7975,553.5004,PLEKHB1
8654.937,4804.707,10086.27,4441.081,9727.752,2650.7,6531.465,2645.971,6753.464,2621.908,7888.678,2174.93,7310.223,3655.666,6556.485,2347.649,8786.932,5579.266,9397.468,5922.422,PLEKHB2
64.0756,87.4682,59.4297,91.1458,40.9836,187.7619,122.2863,284.0159,81.2117,189.3404,50.3188,82.2249,55.8167,79.2079,75.6942,125.9431,64.1143,113.2882,37.9747,82.7216,PLEKHF1
1634.454,591.9211,1448.838,594.7266,1005.855,353.0116,543.2811,592.6904,563.6481,686.3958,843.0122,496.977,866.9213,738.1738,618.8665,524.0859,803.267,358.0335,738.2278,464.0716,PLEKHF2
339.2857,595.7379,345.0755,844.401,476.5808,833.4331,725.1992,433.7296,675.7976,1380.153,499.0522,2523.982,688.6016,1084.158,741.7269,944.8636,410.0051,459.2091,476.4557,494.4135,PLEKHG1
229.5168,610.369,214.2344,1114.258,392.2717,1547.599,199.7802,641.5676,363.1969,556.8316,248.8368,1932.688,410.1058,743.6744,462.9137,901.3349,203.7774,529.3908,215.1899,534.9758,PLEKHG2
1094.013,687.0229,1235.083,458.6589,1443.794,662.9146,2433.636,295.0242,1678.376,647.821,1897.639,900.0403,1322.562,1268.427,1602.891,765.5252,1734.763,594.585,1664.304,759.8254,PLEKHG3
93.4874,26.7176,13.8989,5.8594,31.6159,15.8065,601.5389,13.21,8.0567,10.6007,119.938,10.4796,18.5076,11.5512,9.5093,5.8038,43.6958,5.3438,17.7215,13.0949,PLEKHG4B
62.5,347.0102,45.5308,309.2448,62.6464,292.1806,47.5405,494.4958,79.2781,151.9435,77.2014,234.1798,98.1199,114.9615,76.8353,196.7499,60.439,140.7196,81.519,138.934,PLEKHG4
175.9454,347.9644,94.8958,275.7161,215.4567,329.0624,92.3331,106.1207,209.1524,288.8693,173.7033,769.8509,173.913,459.846,185.2415,301.2188,146.6054,340.9334,142.7848,183.6484,PLEKHG5
49.895,27.3537,26.8392,103.1901,31.0304,16.7645,64.3034,44.4738,37.7054,133.9812,68.5852,64.4901,39.3655,18.7019,40.6999,188.0441,46.146,102.2444,40,43.7562,PLEKHG6
9.979,10.1781,8.1476,9.7656,16.3934,5.7478,40.1209,7.4857,8.379,1.4723,21.3683,0,15.8637,7.7008,7.2271,5.2234,11.026,2.85,19.2405,7.3459,PLEKHG7
354.2384,196.7525,256.6595,131.9043,535.2635,144.5048,499.9203,56.8032,265.3883,157.765,409.3641,111.5961,324.5799,354.4444,437.8585,221.3523,333.2802,132.7895,369.2405,575.8448,PLEKHH1
714.8109,793.257,248.2626,789.388,562.6464,97.7128,595.7681,34.3461,453.4322,78.3274,567.9821,264.4095,563.161,355.3355,539.3686,367.9629,460.2348,145.7072,442.0253,643.568,PLEKHH2
258.4034,383.2697,262.1615,409.1797,275.1756,410.0108,197.5818,297.6662,271.9948,313.6042,288.4715,1191.858,222.3854,380.6381,364.0167,547.8816,253.1904,634.129,285.0633,262.218,PLEKHH3
1120.798,508.5878,1334.292,470.0521,826.1124,784.0977,1175.872,611.1845,762.1656,667.2556,919.5244,349.4559,604.5828,413.0913,753.1381,540.917,1038.081,779.4799,1038.481,480.3604,PLEKHJ1
156.4233,187.5159,76.1227,177.9557,176.7037,176.0891,107.4086,58.199,83.5965,99.9176,83.3224,155.7719,95.5875,107.6623,100.3271,105.0551,95.9837,56.6512,100.2025,122.4887,PLEKHM1P
448.0042,554.0712,499.4009,601.5625,605.3864,587.2351,568.8376,321.8846,634.2249,414.0165,608.6507,708.1822,571.9741,683.1683,651.1982,502.0313,610.9239,581.0474,581.7722,939.6412,PLEKHM1
1020.483,1680.025,1117.182,1797.852,1062.646,1716.202,969.7719,1464.993,1170.48,1343.345,1227.296,1849.254,1172.738,1628.163,1272.727,1658.154,1181.419,1457.428,1184.81,1580.654,PLEKHM2
492.1218,412.8499,455.7872,494.4661,628.8056,315.6508,467.1613,239.9824,568.8044,546.5253,632.7762,490.9311,742.3619,703.5204,580.0685,394.0801,644.4104,268.6142,567.0886,419.6766,PLEKHM3
4.7269,62.341,2.8756,35.1562,2.9274,73.2846,17.8621,28.6218,5.4786,38.8693,3.1018,14.5103,1.4689,5.5006,9.5093,33.0818,2.4502,11.7563,2.0253,142.1279,PLEKHN1
235.8193,804.0712,210.8795,920.2474,418.0328,2896.42,109.3707,1907.53,481.4695,472.9093,201.9645,1628.779,432.4324,753.5754,593.3815,1360.418,257.2741,926.2558,272.9114,1163.852,PLEKHO1
480.042,1894.72,479.7508,1789.714,823.7705,2580.29,528.9915,2234.698,1341.927,1061.838,466.6552,2609.835,926.2632,1458.196,1299.353,1772.49,514.5482,1359.458,711.8987,2267.339,PLEKHO2
131.3025,1086.196,70.9322,518.5547,134.6604,1595.019,63.479,1527.521,332.5814,494.6996,49.2849,513.5026,347.2385,503.8504,378.0905,877.5392,109.852,314.2145,28.8608,1343.348,PLEK
56.1712,35.1018,37.4071,97.5065,68.0328,38.3906,17.939,21.8494,24.2668,29.5465,17.2497,44.3853,33.0112,25.9736,23.5375,13.3256,16.8943,5.9672,34.5418,23.111,PLGLB2
13440.65,266.5394,9264.798,0.3255,5004.684,1.437,5.496,0.4403,6547.857,2607.774,6215.751,2075.776,5413.043,960.396,2233.929,460.8241,4503.522,35.9815,2801.013,46.3113,PLG
11.0294,30.2163,9.5854,17.2526,59.1335,7.1848,3.5724,9.247,343.2162,53.8869,50.3188,22.9746,11.7509,7.1507,52.8718,27.8584,4.9005,16.3876,5.0633,3.5133,PLIN1
4912.815,47929.39,8087.707,14100.26,1825.527,11810.8,920.8574,15836.64,2509.507,19887.22,1922.454,24608.63,3295.241,32512.65,3023.203,11600.7,2508.218,62883.86,1970.127,9184.337,PLIN2
779.4118,2032.761,750.5392,1756.51,610.0703,3145.97,1573.234,5233.818,942.6362,1484.688,825.0905,1060.459,682.7262,756.3256,863.8266,1016.831,832.6697,1720.698,629.3671,1556.38,PLIN3
37.2899,16.5394,44.093,22.4609,183.2553,16.7645,9.618,17.6134,774.0896,80.3887,112.3557,38.6941,74.0306,29.1529,138.0753,23.2153,59.2139,73.388,64.3038,30.3419,PLIN4
159.6639,17.1756,142.3436,10.4167,367.6815,11.9746,78.593,11.0084,127.6184,43.5807,198.518,19.7501,123.9718,31.3531,93.5717,129.4254,192.343,17.8126,272.9114,28.745,PLIN5
435.9244,317.7481,237.7187,267.5781,307.9625,375.5239,515.5262,447.38,360.941,441.1072,347.4065,206.3684,348.4136,318.4818,432.4838,349.971,295.2527,299.2519,365.0633,188.1199,PLK1S1
11.0294,82.6972,4.3134,190.7552,11.1241,267.2734,9.618,650.3743,16.758,40.9305,6.5483,53.2044,15.8637,56.1056,17.8775,26.6976,7.3507,61.9879,2.0253,70.9043,PLK1
326.6807,2715.967,220.9442,2544.596,301.5222,2940.965,420.72,2715.984,440.5414,1719.965,368.0855,7342.604,507.3443,1192.519,1111.449,4569.936,291.5773,1774.136,267.8481,3363.8,PLK2
78.7815,318.3842,108.7946,288.737,205.5035,410.4898,123.6603,356.6711,242.9907,243.2273,53.4206,358.3233,146.2985,198.5699,312.286,293.6738,76.3655,192.3762,193.4177,479.7216,PLK3
23.1092,84.9237,6.7098,96.6797,32.2014,111.6034,36.8233,86.3056,30.6155,57.715,18.2664,63.684,29.671,41.2541,31.5709,41.2072,20.827,33.4877,26.8354,53.9767,PLK4
1311.975,338.1043,1147.855,261.0677,817.9157,138.9055,2195.383,132.5407,756.3648,371.3192,1079.786,645.7074,726.792,426.2926,1030.43,596.0534,975.5998,391.5212,855.6962,1090.712,PLLP
420.6933,163.8041,235.8016,1153.32,768.1499,508.2026,112.1187,1361.074,850.4673,974.6761,531.4493,571.9468,924.2068,1222.222,470.9015,283.2269,401.4293,568.2223,208.6076,200.2566,PLN
2876.576,4344.466,4312.485,5777.669,2651.639,11810.32,1459.192,13623.95,3553.336,5139.576,2408.409,4579.202,2960.341,6132.013,2711.677,9702.263,2680.143,7737.442,2028.354,5523.825,PLOD1
1095.063,4403.626,895.2792,14813.8,1049.766,14254.58,2901.072,45790.4,1406.381,6995.583,1680.855,5405.079,1372.209,3155.666,1582.731,8170.052,1376.621,8227.645,1216.203,3071.24,PLOD2
663.8655,1959.287,755.3319,2150.065,790.9836,4491.917,899.1481,7672.831,1356.429,1718.492,747.889,2251.915,785.5464,1233.773,1177.634,4346.489,863.706,2496.259,853.1646,2401.163,PLOD3
476.8908,1536.578,368.0805,1453.125,533.3724,4595.857,1353.943,9380.009,906.5421,2453.18,325.349,1196.695,475.6169,942.7943,854.3172,1074.869,461.4599,1488.422,454.1772,1160.977,PLP2
899.6849,846.6921,707.4047,691.0807,692.0375,662.9146,966.4743,794.3637,772.8005,797.7032,880.9237,743.2487,850.1763,568.2068,744.7699,711.5496,767.3303,791.9487,821.2658,745.4529,PLRG1
1075.63,784.3511,1252.336,1178.385,933.8407,234.7024,1239.901,398.9432,1171.125,833.0389,891.9524,624.7481,1282.609,958.7459,1181.438,965.177,1214.906,756.6797,1027.342,2474.942,PLS1
3859.769,2122.137,3642.943,4177.409,6018.15,3719.794,9038.472,5507.266,6366.742,3964.075,6733.414,6205.965,6423.619,4611.661,6143.781,3127.104,6178.254,3214.108,6832.911,1862.355,PLS3
1071.429,2351.781,854.0618,4160.482,1093.677,2183.212,3242.374,5653.897,1532.71,2576.855,1006.721,1713.422,1528.202,1256.876,1489.92,1869.994,945.3803,1611.329,921.519,2015.981,PLSCR1
333.3246,611.3677,338.3849,637.7669,393.8349,1376.97,354.6579,949.3967,645.398,790.6066,352.1765,1363.43,405.1439,796.8317,514.0472,994.881,361.6049,989.1557,362.5063,883.7513,PLSCR3
1049.37,1060.114,1018.931,1070.964,1106.557,681.595,324.8145,789.52,1280.374,1344.523,802.3436,1103.99,1111.927,893.8394,937.9992,1065.583,966.2072,712.5045,727.0886,567.2341,PLSCR4
589.8109,1465.649,1005.991,2343.099,2897.541,8444.977,201.1542,8369.881,8491.46,675.2061,563.8463,503.8291,1524.383,1435.644,1732.978,699.3616,1638.387,603.4913,1186.329,2301.514,PLTP
2759.979,14035.62,3528.397,16800.46,2814.403,18810.2,630.1182,8169.529,5388.334,23505.59,4234.361,51404.27,3586.369,21871.84,6777.102,20681.95,2799.387,25975.77,2760,8355.524,PLVAP
146.25,730.3403,87.7067,1212.08,151.0539,2523.669,57.983,1079.247,205.9007,457.5942,94.0893,2085.768,327.8496,848.4213,220.9966,773.6506,98.4176,831.8347,46.0759,398.5969,PLXDC1
521.5336,1093.83,688.7132,1421.224,496.4871,678.2421,116.7903,510.3479,815.34,689.3404,400.4825,426.844,862.5147,810.7811,650.8178,416.1346,528.8412,489.1343,377.7215,1059.092,PLXDC2
451.6807,1063.613,412.6528,2208.984,511.7096,1605.556,668.3155,961.6909,709.6358,744.6996,761.3303,1373.64,669.5065,1158.416,599.8479,864.7707,548.8515,540.7909,496.2025,1257.433,PLXNA1
467.437,1008.906,528.1572,1122.396,553.2787,1277.931,452.8717,432.849,782.7908,2046.231,1026.366,5503.829,825.4994,2175.468,1006.847,2040.627,743.6447,1592.091,708.8608,871.292,PLXNA2
205.8824,889.9491,181.1646,922.2005,316.1593,293.6175,248.1451,261.9991,393.4902,662.5442,208.8575,470.3748,266.1575,462.0462,356.0289,571.6773,262.1746,281.083,228.3544,610.9903,PLXNA3
68.8025,8.2697,71.4115,36.4583,138.7588,73.7636,264.9079,25.9797,309.7003,36.2191,207.4789,16.9287,169.5065,109.4609,163.5603,22.0546,111.0771,11.0438,95.1899,14.6919,PLXNA4
3705.882,909.0331,3386.532,1381.185,4104.801,717.0399,3662.545,846.7635,3397.357,673.1449,4750.302,996.3724,2998.531,2004.4,3032.332,1414.974,4358.142,567.5098,3842.025,4152.051,PLXNB1
8127.626,8958.015,8046.969,9947.917,6782.787,8158.544,15280.3,4669.749,8435.707,9093.64,10757.88,10027.81,8062.28,10094.06,9306.58,12787,9870.75,7845.743,7517.468,17680.71,PLXNB2
6.3025,23.5719,15.9933,76.9922,19.3208,119.4444,1.3355,93.6724,51.563,38.3834,5.5144,45.1431,13.2491,15.5556,19.9582,26.065,11.8428,6.1952,10.1266,25.9344,PLXNB3
193.8025,769.7201,172.5377,737.6302,88.993,187.283,27.2053,145.3104,187.2382,187.8681,138.2044,126.1588,317.5676,431.7932,147.5846,127.6843,140.0715,143.9259,55.1899,502.3982,PLXNC1
1051.996,3936.387,908.2195,5371.745,1597.775,7599.09,703.49,4741.964,2481.47,5174.028,1846.631,21098.35,2131.904,6545.655,2863.827,6012.188,1440.735,5596.722,1759.494,2757.92,PLXND1
540.4412,6.6794,542.0561,15.2995,167.4473,9.5797,1.9236,3.0823,128.5852,5.3004,151.6457,10.8827,159.5182,19.802,9.8897,0,301.3783,13.5376,98.2278,4.4714,PM20D1
649.1597,529.8982,740.9538,577.474,642.8571,234.2234,647.4306,269.9251,530.4544,389.8704,407.7201,325.2721,596.3572,568.7569,644.7318,569.9362,573.7621,385.8212,488.1013,314.5977,PM20D2
49.3697,89.6947,34.0283,42.3177,30.445,107.7715,135.7516,150.1541,83.7899,32.98,24.1255,43.9339,49.3537,35.2035,80.2587,20.3134,11.8428,25.2939,34.9367,87.1931,PMAIP1
438.0252,2019.987,705.4877,3213.867,1287.471,4934.02,433.6356,6897.587,1693.2,1309.111,849.5606,4160.798,1656.287,1892.189,1657.284,2177.017,988.6677,2474.528,1093.165,1284.9,PMEPA1
1301.77,958.6514,860.4409,652.0182,774.0047,892.4057,767.9308,973.1,742.1238,986.811,828.3646,859.734,666.275,659.1089,696.4625,852.0023,794.2828,1038.133,982.2785,775.5617,PMF1
825.6303,2474.555,717.4694,3370.117,1006.44,5340.678,1439.956,2605.46,1223.655,2188.457,798.5525,3062.475,1103.995,2365.787,1319.513,2331.399,858.3971,2037.763,817.2152,2407.87,PML
2351.891,1308.524,2330.697,941.7318,1423.888,731.8884,661.1707,789.52,1033.194,2144.287,1661.21,1086.659,1044.36,1255.226,1017.497,1924.55,1535.069,1793.73,1472.911,819.2317,PMM1
