Gene	TCGA.A7.A0CE.01	TCGA.A7.A0CH.01	TCGA.A7.A0D9.01	TCGA.A7.A0DB.01	TCGA.A7.A0DC.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.AC.A23H.01	TCGA.AC.A2FB.01	TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A0DC.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11
ATP5I	10.6088	10.2326	10.0335	10.8321	10.3306	9.8582	10.3933	10.3336	10.6373	10.3302	10.3743	10.5048	10.2651	10.2539	9.585	9.9006	10.0876	10.486	9.9079	9.9629
ATP5H	11.6539	11.1175	9.9843	11.496	10.0676	10.7103	11.7416	10.8716	11.8865	10.789	11.0971	11.358	11.2895	11.4119	10.7852	10.9811	10.941	11.6199	10.9985	10.8128
ATP5O	12.1939	10.4094	10.9365	11.5863	11.1437	11.6936	11.4759	11.3495	10.9936	11.1233	11.7446	11.7665	11.7675	11.5046	11.3086	11.7403	11.4967	12.0481	11.8593	11.5633
ME3	6.2464	7.1216	8.9704	7.9121	7.5056	5.3322	8.3851	5.169	5.4046	7.8262	8.7339	8.6084	9.4835	9.2691	8.4025	9.0173	9.0164	9.5288	8.2226	8.1217
DIO3OS	1.4303	1.0272	1.4042	0.8394	1.1552	0.513	0.8506	0.3438	0	1.3901	2.3581	1.5358	2.0197	1.8389	2.6149	2.7771	2.3338	4.1796	1.9549	1.9027
ATP5B	15.0117	13.143	13.3291	13.4455	13.3889	13.3656	13.4772	13.1442	13.7757	13.4139	13.3028	13.4794	13.7122	13.4789	13.5951	13.651	13.5315	14.5361	13.4038	13.2805
GNAI2	11.9245	12.0492	12.4055	12.9294	11.6048	11.4211	12.8323	11.896	12.8191	12.6627	12.8242	13.3505	13.2022	13.3068	12.8196	13.2988	13.0271	12.9327	12.8089	13.0821
GNAI3	11.5536	11.3127	10.9906	11.2902	10.9649	11.0486	11.4763	10.6951	11.6147	11.2213	10.744	10.6653	10.6732	10.9661	10.8864	10.8066	10.7307	10.8714	11.2265	10.9379
ATP5E	12.7044	11.7193	13.7353	12.6868	12.4888	11.5359	14.0784	11.5398	12.2041	11.7664	12.1701	12.2728	12.2799	12.2573	11.7283	12.042	12.0125	12.3198	11.9841	11.8173
ATP5D	8.8002	9.2231	8.8417	10.2786	9.1402	9.0373	9.7476	9.4079	8.5713	8.8395	10.0465	10.4502	9.4978	9.3624	9.0432	8.8716	9.336	8.8071	8.081	9.2602
GPR144	0.7467	0	0	0	0	0	1.1406	0	0	5.0054	5.005	2.4629	1.0131	0	0.9501	2.4306	3.2527	0	3.6381	3.8309
LOC728989	0.7467	1.4565	1.795	1.3407	0.6876	1.8328	0.4871	2.0802	0.3758	2.3825	2.2659	2.811	3.9314	3.1263	3.1573	2.1425	2.0507	3.0566	1.2817	3.1404
GPR146	5.8227	4.6681	7.2291	7.2257	5.5854	7.7706	6.265	5.263	6.1543	7.4599	8.0419	9.8167	10.586	10.2201	9.3383	10.0402	9.7985	11.1849	8.7398	9.4408
LOC154449	0	0	0	0	0	0	0	0	0	0.4051	0.9652	0.4606	0	0	0	0	0	0	0	0
GPR141	2.0183	4.4835	1.1603	4.0627	0.3844	0.513	2.8123	4.4761	3.3539	4.6983	2.7472	0.4606	1.6025	2.0331	1.518	3.3604	2.4569	1.1506	2.7495	2.0025
GPR142	0	0	0.4974	0.468	0	0	0	0	0	1.3901	0.9652	1.0897	1.6025	2.3572	1.7355	1.9736	0.9246	1.1506	0.7787	1.6345
GPR143	4.898	5.5347	7.2012	5.6452	6.2147	1.9961	2.5408	5.6273	6.6664	4.8025	6.0392	5.0431	0	1.0221	4.6302	3.9212	4.1387	0.4923	4.8887	4.7473
AURKAIP1	10.4088	9.999	9.8735	10.3981	9.8887	10.3049	9.4524	9.9387	9.771	9.4821	10.3798	10.6763	9.7558	9.5946	9.3497	9.2443	9.2953	8.8535	8.0167	9.3211
PBX2	10.4821	10.0197	10.6357	9.8519	10.4037	10.7394	9.9503	10.0745	8.8635	10.1673	10.5471	10.1136	10.0056	9.9096	10.0596	9.755	10.2037	9.644	9.8725	10.0954
SLC7A9	2.0183	2.1664	1.9567	2.9813	3.911	3.3778	1.7696	2.4787	0	1.8453	2.2659	1.5264	1.0131	1.8389	3.431	0.5733	1.8853	1.6009	1.2817	0.6793
AFMID	8.7691	9.7558	8.2884	9.5189	7.9181	8.4804	8.5473	10.1417	8.2531	10.038	9.2532	10.2235	7.859	7.7442	8.0151	8.5478	9.1026	7.2849	9.0089	8.9399
GPR149	0	0	0	0	0	0	0	0	0	0	0.7092	0	0	0	0	0	0.5351	0	0	0.3793
NCRNA00204B	2.0183	2.829	0.8666	2.0234	1.3371	2.276	0	2.4787	1.1311	2.0847	3.1075	3.2133	1.8261	3.3615	0.5519	1.7822	3.1831	3.5826	3.314	3.5266
HLA-C	13.7429	13.6457	11.989	14.3049	10.3244	13.7492	13.3384	14.9996	12.0915	14.4156	13.7992	14.151	13.2793	13.4328	13.1269	13.3314	13.11	13.0144	12.9833	14.2354
PCDHB10	6.4726	5.4218	5.1697	6.1048	4.8316	8.8295	5.3058	6.4311	5.5214	5.2463	6.1721	6.9409	6.2643	5.9012	6.2484	6.6232	6.0468	6.8128	6.9552	7.1128
LOC90834	3.9614	4.6431	5.8116	3.9949	5.3025	3.8743	2.9685	4.8436	4.2816	4.9153	4.4563	4.7523	4.6976	4.4342	5.1679	4.096	4.6058	4.7991	4.5789	4.0031
SLC7A7	7.2658	7.5753	6.7221	9.3283	4.4436	7.5647	8.4024	7.1386	8.5008	8.9542	8.3178	8.9006	8.6017	10.0725	7.7568	8.6961	8.0179	7.9721	8.5925	8.7635
CITED2	11.2049	10.837	9.4074	11.7132	10.8087	10.4178	11.2178	11.5305	10.539	10.8315	11.6141	11.6074	11.6338	11.7383	11.4611	11.4648	12.0605	12.6807	11.2449	11.9191
CITED1	5.4612	3.2151	5.6075	4.0954	11.6289	2.7118	2.3266	4.0996	3.9054	7.4002	11.0401	7.8877	1.8261	1.8389	9.1309	7.2687	7.688	4.1763	5.8553	9.7993
SLC7A4	6.9628	8.236	7.0614	6.1366	7.9891	0.513	9.3054	8.878	0.3758	6.2209	6.2704	6.8019	6.9389	3.7956	6.6204	7.0038	6.1508	6.5874	4.1259	5.5912
CITED4	10.5041	9.9547	10.0469	9.4613	8.5017	10.4915	10.9137	9.7689	3.4355	9.3749	10.1338	10.1778	7.4354	6.838	8.9606	8.6086	10.886	7.7853	9.567	9.8839
DAGLA	7.6463	6.9541	8.6196	7.5633	5.7662	6.6873	7.304	7.573	6.7121	7.7082	8.1746	7.4019	6.9918	7.5475	7.5427	7.3827	7.9566	6.7434	7.9177	7.7488
ST6GALNAC6	8.3582	9.5284	9.9749	10.3237	9.3719	9.0605	9.9082	10.0217	9.3175	9.8379	10.7509	11.6521	12.275	12.1065	11.2748	11.5522	11.464	11.9979	10.5517	11.2209
DAGLB	9.4457	8.8353	9.4791	9.2442	8.1466	9.3558	9.0529	7.9384	8.4052	8.9467	8.9165	8.8696	8.3299	8.625	7.9072	8.3826	8.5766	7.9557	8.3097	8.5864
PFDN5	11.9281	11.8777	11.7726	12.493	12.0457	11.2165	12.0206	12.0801	11.2996	12.119	12.9344	12.8314	12.5086	12.5342	11.9555	12.0167	12.3999	12.1541	12.7774	12.5834
PFDN4	8.3326	7.7403	11.4996	8.2227	9.0408	8.9352	9.7597	7.3697	8.3589	7.7348	8.3769	8.2343	8.5536	8.2605	7.9862	7.9899	8.3512	8.1059	8.5057	8.1631
PFDN6	9.6049	9.0499	8.7755	9.0314	9.6844	9.3993	8.8976	8.7278	8.064	8.4056	8.9269	8.6776	8.2429	8.1312	7.876	7.5309	7.7851	7.0746	7.4796	8.0742
MTHFR	8.719	9.2046	10.1598	9.6214	8.2943	9.9494	8.4107	10.3538	9.0723	10.258	9.7539	9.5726	9.0552	9.6802	9.1269	9.5212	9.4559	9.3642	9.1823	9.5344
HLA-G	5.5255	6.9431	4.4543	5.996	2.8723	7.5609	2.2062	1.914	3.9889	5.0879	5.0169	6.9685	6.3826	6.417	5.7322	6.7038	4.0111	3.5413	5.1321	5.5298
SP7	0	0	0.4974	0	0	1.1897	0.8506	0.8538	3.7546	0.4051	0.9652	0.8092	2.0197	1.6144	0.9501	2.5556	1.4834	0.4923	0.4413	0.6793
OGT	11.4926	11.356	12.011	11.4831	11.7658	11.2245	10.1286	11.8604	11.0747	11.5481	11.4869	11.0955	11.5062	11.5413	11.5695	11.4518	12.0979	12.4773	12.3332	11.3053
MAGEA11	0	0	2.2343	0	2.6299	0	0	0	0	0.7211	0.9652	2.7316	1.6025	0	0.9501	0	0	0	0	0
SLC7A3	1.2363	0	0.4974	3.887	0.9379	0	4.2227	0.6211	0.6736	6.9259	5.7383	6.0042	2.3429	0	5.0099	5.4573	7.7851	0	5.6851	7.2156
TMEM35	6.5106	4.6431	3.4973	3.5041	1.5017	1.1897	4.7817	1.8838	2.5989	3.9921	5.5161	5.1231	5.7536	8.2386	6.0597	6.287	6.0663	6.1152	7.1052	6.7635
GAGE12J	0	0	0	0	0	0	0.4871	0	7.0115	0	0	0	0	0	0	0	0	0	0	0
DTNB	9.1622	9.668	8.0934	9.1931	8.7074	10.5199	7.7858	9.6205	8.2602	9.1983	9.5134	9.0898	6.4438	6.3833	8.5622	8.1221	9.2224	6.8232	9.3204	9.15
NFKBID	4.6282	3.2151	4.8371	4.6519	4.2718	6.8931	3.5162	4.9973	3.7546	4.8357	4.3923	5.5741	5.9916	5.172	3.992	5.1944	4.1387	5.6498	3.9366	4.2959
LOC339290	8.6193	7.5235	8.1531	8.3159	9.5357	7.5218	9.012	9.7707	6.8148	8.6122	9.1384	9.343	10.4467	9.5762	10.7058	9.9221	10.6098	11.1719	9.9513	9.0715
DTNA	7.4108	6.2728	9.6049	5.7413	10.3807	7.4775	9.0142	8.8234	9.0781	7.3176	8.28	7.7099	9.1695	8.3246	8.9223	8.9233	9.1037	8.6998	8.6844	9.0496
ACHE	3.1916	3.86	5.384	1.8806	2.2214	3.3778	2.2062	2.3322	1.4778	5.3184	4.557	5.6624	4.154	2.2042	4.4877	3.0563	5.2239	2.5558	2.8243	4.0299
PRB2	0	0	0	0	0	0.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKBIE	8.6451	8.4933	7.4456	8.1622	7.5056	7.4947	7.5215	8.3677	8.025	8.382	8.123	8.2874	6.4605	7.3058	6.6136	7.2732	7.3093	5.7183	6.8827	7.4935
GAGE12D	0	0	0.8666	0	0	0	0	0	4.0927	0	0	0	0	0	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAB1	8.9996	9.4342	9.6733	8.7426	10.2452	9.4696	10.106	9.616	9.4283	9.5339	9.7449	9.5533	8.9867	9.0099	9.2246	9.0416	9.4869	8.4364	8.9408	9.4606
LOC729176	4.0229	5.0936	4.6368	4.6073	4.6853	4.6634	5.2306	4.8436	5.2553	4.7339	4.6693	4.8307	5.3831	4.3271	5.149	5.489	5.1888	5.5656	5.4574	5.0519
CSNK1A1L	1.6013	2.1664	1.795	1.7221	2.4801	1.6486	2.0748	2.1692	2.2834	2.3825	1.8236	0.8092	1.3377	3.1263	1.2618	1.5615	1.4834	1.6009	2.5872	2.1069
PRPF39	8.673	9.5053	9.6261	9.1432	9.5534	8.4872	8.1827	9.4512	8.9947	8.941	8.9714	8.5488	8.5788	8.6194	8.8986	8.7543	9.2619	9.3561	9.2594	8.6406
UBXN7	8.6488	8.8018	8.5212	8.4372	8.8791	8.9664	8.2451	8.8581	9.3782	9.0579	7.3976	6.7271	9.1163	8.9849	8.8249	8.9276	8.8052	9.5618	9.256	8.3909
HIRA	9.5108	8.9567	9.7478	8.6977	9.0155	9.4989	9.032	9.5477	9.8055	9.9352	9.7268	9.5727	9.7013	9.6429	9.605	9.7599	9.6953	9.7343	9.6758	9.8784
RIN1	6.2783	6.5861	7.7515	6.7068	7.7003	6.7967	6.881	6.5477	8.116	5.9902	7.6714	7.3596	5.6404	6.3563	6.6741	5.6378	7.1723	5.1359	6.7011	6.954
TBC1D9B	10.5215	11.3832	12.2423	12.0277	11.9972	11.1185	12.2345	12.1939	11.4636	11.8002	11.7455	12.1724	12.7828	12.2331	12.2904	12.2387	12.2158	12.0761	11.2007	12.0328
RIN3	9.5229	7.643	7.9757	8.9206	5.7251	9.179	8.7124	7.1953	7.218	9.3593	9.3809	9.5577	8.7266	9.6632	9.1641	9.1106	9.4953	8.3769	8.7253	9.4953
RIN2	10.0276	11.155	10.2522	11.2758	9.9875	10.5465	10.0732	11.047	11.2257	10.7669	10.4607	10.4518	10.5784	11.0043	10.3604	10.8137	10.6715	10.5992	11.2107	11.0102
GDA	4.0229	2.64	3.8665	0	2.1237	0.8907	1.5888	0	0	0	2.6039	3.8242	6.3205	2.7377	3.4921	4.6939	0.9246	2.7427	1.2817	0.9275
NCCRP1	8.9059	4.8536	9.1578	3.5041	2.3989	9.9135	2.3266	7.8999	2.1924	7.5698	5.6128	6.3749	3.416	2.0331	4.8325	4.5511	4.8044	0.4923	8.4088	6.1812
WWOX	7.7702	6.044	8.609	9.6403	7.8737	6.9239	9.1611	7.0651	8.7927	8.0737	8.229	8.4744	8.9088	8.041	8.1795	8.2455	8.3312	8.2708	8.3032	8.6088
OTOL1	0	0	0.4974	0	0.6876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSUN3	6.6535	7.0137	6.6879	6.9674	6.761	7.0029	6.6409	7.0673	7.7337	6.4681	6.6718	6.2379	6.5865	6.8509	6.6408	6.6089	6.98	6.6054	6.8651	6.452
CSNK1A1P	0	0	1.6128	0.468	1.1513	0.8907	0	0.3438	0.3758	0	1.1826	0	0	0	0	0.5733	0.9246	0	1.052	0
RNH1	10.867	11.1405	10.9801	11.7152	11.7762	11.3626	11.3796	11.3287	11.1172	10.9974	11.8718	12.2775	11.7299	11.9782	11.4087	11.6382	11.5476	11.0366	10.3278	11.6076
RPS13	12.2189	12.6117	12.4438	13.1745	13.1047	12.3174	12.3894	12.4701	12.4545	12.8359	13.3588	13.2985	12.9643	12.977	12.8068	12.6736	13.0537	13.4576	13.9635	13.3503
CLPX	10.2743	9.8184	12.2673	9.1314	9.8938	9.6982	9.6835	9.7406	9.473	9.6895	9.1179	9.0907	9.4978	9.4448	9.623	9.4282	9.6427	10.0718	9.6908	9.5444
RPS11	14.1457	13.8994	13.7081	14.745	14.3714	13.7435	14.1095	13.8337	13.3203	14.5867	14.9198	14.7744	14.3145	14.1802	14.0718	14.0332	14.6222	14.4471	15.123	14.918
RPS10	12.4334	11.9416	11.5627	12.7429	12.4427	12.609	12.1774	11.756	11.5808	12.6815	12.2194	12.9085	11.9597	11.9191	11.9446	12.1135	12.5609	12.2961	13.0885	12.8887
RPS17	14.0242	13.0554	12.817	13.5148	13.1556	12.6905	13.7527	13.1348	12.3212	13.8661	14.1386	13.7614	13.143	13.2708	13.1714	12.7731	13.4321	13.4898	14.0075	13.9984
LALBA	0	0	0	0.468	0	0.513	0	0	0	0	0.3978	1.3245	0	0	1.2618	0	1.8853	0	14.1542	1.6345
RPS15	10.4066	11.466	11.2111	12.7452	11.901	11.1006	11.6668	11.4215	11.3462	11.6643	12.475	12.3488	11.1759	11.201	11.2424	11.0233	11.5253	11.1109	11.5491	12.0245
CXADRP2	0.4212	0.9048	0.8666	1.104	0.6876	0	0.4871	0.3438	1.1311	0	0	0.4606	1.3377	0	0	1.3008	0.9246	0	0.4413	0.3793
CLPP	10.5001	9.0582	9.2009	9.7592	9.5422	8.8282	10.0887	9.2389	8.8524	9.129	9.5657	9.5897	8.9042	8.928	8.8542	9.0509	8.934	8.8202	8.1999	8.9186
CLPS	0	1.2069	0	0	0	0	3.3557	0.8538	0.6736	0	0	0	0	0	0	0	0	0	0	0
RPS18	14.5834	14.271	13.9819	14.7565	15.0799	14.8762	14.5456	14.3987	13.4775	14.8738	15.1434	15.0374	14.1458	14.0654	14.4863	13.98	14.8013	14.4539	15.3935	14.9262
LAMA2	8.0373	9.4205	8.9526	9.8368	5.2687	8.8104	8.8693	9.2999	8.5508	10.7021	10.2054	10.9671	11.575	12.6707	11.4363	11.7639	11.6462	12.1898	12.1454	11.638
LOC100128164	1.4303	1.2069	0.8666	1.7221	0.9379	0.513	1.3821	1.3864	0.3758	0.98	1.5384	3.4796	5.1129	4.7427	3.9491	3.9669	3.0329	4.2398	2.4043	2.3812
SLC16A4	8.0392	8.0935	6.4774	7.8749	6.647	5.8949	9.4417	8.9807	5.3104	7.9334	8.7122	7.9504	6.4009	7.7267	7.9782	8.5758	8.471	7.2036	9.4501	9.1168
RIPK1	10.3939	10.2171	9.9499	9.9568	9.4337	9.5301	10.1958	10.2216	10.5636	10.2317	10.1898	10.196	10.4805	10.2643	10.1224	10.2495	10.0799	10.3159	10.013	10.2625
LATS2	9.3455	8.5176	9.372	8.6014	7.7766	8.855	8.4245	8.0713	8.924	8.6312	9.0057	9.6884	10.4943	10.1706	9.8054	10.2049	9.7912	10.6101	9.4721	9.9811
LATS1	8.5334	9.7681	9.0984	8.6099	9.5003	9.1259	8.0203	9.709	9.5029	9.463	7.967	7.5101	9.3402	8.6585	9.2103	9.228	9.185	9.4754	9.4135	8.7434
DDOST	13.6724	11.7558	12.4465	12.1778	11.7973	12.7653	12.299	12.137	12.7638	12.0023	12.3027	12.1275	11.5075	11.8337	11.6384	11.9022	11.7688	11.3729	12.1604	12.1269
ODZ3	11.3815	8.4811	11.184	7.7025	10.277	7.0172	9.2389	7.2852	8.8033	8.6417	7.4057	8.9108	10.7127	10.6696	9.6483	9.891	9.2213	11.1831	9.5291	9.2431
ODZ2	4.7784	6.9077	4.9374	6.1906	3.5084	2.5103	5.6321	6.9411	6.1958	7.8528	9.1261	7.1616	4.908	2.945	7.0438	8.3267	9.0325	3.4276	8.1408	9.1591
ODZ1	1.7541	4.9381	2.9998	3.552	1.9059	1.1897	1.5888	2.0802	2.5263	4.4851	4.7048	4.604	8.0091	7.7751	6.0188	6.6585	6.3225	8.1102	6.4169	6.0234
SPRR1A	0.7467	0	6.3003	0	0.3844	0	0	0.3438	4.3673	0.7211	4.1559	4.9757	4.2343	4.9251	3.5506	0	0	0	0	0.3793
CLPB	7.5294	8.358	8.3351	8.4452	9.7957	8.4855	9.098	8.4654	8.4996	8.5856	7.8368	8.1848	8.1372	8.2941	8.2161	7.8837	8.2248	8.078	7.387	7.7886
PUSL1	7.9724	7.0847	7.8679	7.1342	7.3601	7.9825	7.2326	7.5679	8.3588	7.3722	7.2708	7.4891	5.8331	6.1509	6.2827	6.4964	7.06	5.4075	6.1075	6.6764
AACSL	1.4303	0	2.2343	3.2372	1.6494	0	0	0	1.6243	0	1.1826	0	0	0	0	0.5733	1.4834	0.4923	0	0
SRCIN1	7.6967	9.2093	8.3822	8.5418	7.7276	9.0524	8.6561	9.2163	8.7182	9.1273	8.0261	7.5939	6.2643	5.6869	7.1705	7.0364	8.0229	7.0304	7.0043	7.0487
LAMA5	12.3005	10.8222	12.9319	10.9711	11.7362	12.3119	10.7748	11.7914	10.8589	10.9612	11.8281	11.2779	10.2598	9.8736	11.0677	11.232	11.2466	9.8199	10.2379	11.1776
TUBG1	10.5709	9.5828	10.4583	9.9361	9.8998	9.9438	11.4676	10.0033	9.8661	10.0304	9.4849	9.6551	9.1695	9.4036	9.1712	9.5459	9.4385	9.2367	8.6994	9.0868
C2orf27A	3.7952	3.6252	4.4041	4.7782	5.5576	3.8743	4.8636	7.2876	4.7328	4.3076	5.7638	4.2232	2.6068	4.3271	4.4265	3.1386	4.8723	3.85	4.3949	5.3143
CRABP1	11.2691	4.5114	7.5913	5.1017	1.6494	8.7329	1.5888	0.6211	0.6736	5.9453	9.3616	7.477	4.5486	1.3485	7.0539	5.8479	7.7763	0.8586	8.8801	8.9381
CRABP2	12.1988	12.3176	12.1963	14.4097	12.8647	13.9874	14.9427	14.6955	12.7173	14.0301	12.5376	11.4998	9.076	10.0068	11.8258	10.2518	11.2778	7.4109	12.228	11.7444
C2orf27B	0	0	0	0	0	0	0	0	0	0	0	0.4606	0	0	0	0	0	0	0	0
C7orf72	0	0	0	0	0	0	0	0	0	0	0	0.4606	0	0	0	0.9824	0	0	0	0
C7orf71	0	0	1.1603	0	0	0	0	0	0	0.4051	0	0	0	1.6144	0	0.9824	0.5351	1.1506	1.052	0
C7orf70	9.2989	8.9555	9.6064	9.2784	8.8334	9.3966	8.9859	7.6753	8.8736	8.5977	8.751	8.7749	8.6718	8.5094	8.4929	8.5078	8.563	8.0428	8.8059	8.722
PLCXD3	1.7541	3.9027	3.8252	4.9843	0.9379	1.8328	2.9685	2.7906	0.3758	6.2083	5.8615	7.1425	8.0148	7.7126	7.3988	7.4766	7.7704	8.8799	8.6718	7.5478
PLCXD2	4.0526	3.4635	2.6672	4.6737	0.3844	2.5103	2.0748	2.4787	5.8186	6.4087	3.9341	4.6906	4.7531	4.5656	3.7636	5.1154	4.5237	4.7991	4.7802	4.5204
PLCXD1	7.0613	7.4833	7.0791	7.5036	8.5912	7.2816	8.0226	7.4804	8.4769	6.9825	7.7775	7.6382	7.469	7.9325	8.1106	8.2056	8.1122	11.0132	7.8365	7.3783
POM121L2	0.4212	0	1.1603	0	0	0.513	0	0.6211	0	0	0	0	0	1.0221	0	0.9824	0.5351	1.1506	1.052	1.1393
LOC646471	7.0203	6.0151	7.0534	5.3306	6.6041	6.8119	4.414	7.0912	4.5796	5.4696	5.9044	5.0022	4.748	5.0648	6.1121	5.2766	5.9982	5.9133	5.7386	5.2401
LOC643486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC643955	0	0	0	0	1.9059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF417	7.0354	8.2192	7.4925	7.8	8.7335	7.3921	7.4766	8.5161	7.8293	7.6651	7.2031	6.6097	7.1909	7.1985	7.9994	7.713	7.8171	7.9027	8.0345	7.2588
LOC401463	1.0122	0.9048	2.1022	2.0234	0	0	0	1.0539	0.9204	2.4695	3.0534	2.8864	2.0197	3.209	2.9115	3.3604	2.7734	2.7427	3.7187	2.747
TSSC4	8.5904	8.7618	8.7509	8.9677	9.5876	9.1875	8.1069	8.8648	9.0072	8.3479	9.3706	9.4187	8.5359	8.3499	8.43	7.9982	8.3669	7.2811	7.2031	8.6739
LOC202181	3.8972	5.4652	6.484	5.1177	6.3066	5.5582	4.2835	6.4266	4.2593	5.6141	5.5749	4.0375	4.7256	5.3827	5.3764	4.6665	5.9765	5.8152	6.0314	5.4594
HILS1	4.5044	0	0	0.8208	0	0	1.3821	0	0.6736	1.996	2.1674	0.8092	0.5938	0.5998	0	1.7822	0	0	1.052	1.6345
TSSC1	9.5712	8.6996	8.3822	8.5388	8.8555	9.8812	8.9347	8.9243	8.9913	8.5081	8.3603	8.2752	7.9774	7.9921	8.1033	8.2339	8.1192	7.2998	7.8342	8.3301
RRAGD	9.5048	6.6688	7.4693	8.6254	4.1776	8.82	7.1936	7.021	7.7617	8.3551	8.2918	9.2454	10.4681	10.0856	9.5736	9.3709	9.5611	11.0257	9.9591	9.3945
GLIPR2	8.7568	8.0395	7.9495	9.6846	5.4609	10.3362	7.6249	7.9145	10.5622	9.5523	9.7034	10.3807	10.5305	11.336	10.0128	10.463	10.2341	8.8898	10.6799	10.3053
RRAGC	9.0092	8.5779	8.6347	8.4195	8.0967	8.9893	8.5669	8.3885	8.9763	8.8033	8.2245	8.9866	10.3283	9.7946	9.4454	9.5716	9.3158	10.5736	9.1546	8.947
GLIPR1	9.2732	8.4782	8.6191	9.6636	5.8645	8.8478	8.3902	8.0108	8.2312	9.6728	9.8672	9.4988	9.236	10.4363	9.4352	9.8609	9.2409	8.9596	9.9417	10.1247
PRAMEF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8DP	0	0	0	0	0	0.513	0	0	0	0	1.1826	2.1326	0	0	0.5519	0.5733	0.9246	0	1.052	1.4875
TLR3	7.4449	8.0538	5.426	7.2765	3.0578	6.6693	7.2669	8.8208	5.7218	8.3565	7.5074	7.7905	9.0513	8.9127	8.4892	8.9968	8.4999	9.1618	9.0992	8.4479
SSSCA1	7.3521	7.9251	7.8345	8.4484	7.7846	7.9581	7.8144	8.3933	9.0014	7.9618	8.4109	8.607	7.8463	7.5235	7.6437	7.9955	8.067	7.589	7.7623	7.9742
POU4F1	7.6291	0	0	0	0	5.2856	0	0	0	0.98	0.9652	0	0	0	0	0	0	0	0	0.9275
POU4F2	0	0	0	0	0	0	0	0	0.3758	0	0	0	0	0	0	0	0	0	0	0
GGT1	8.4123	9.2388	8.2635	8.0706	4.503	5.0641	8.5733	9.1732	9.4633	7.623	7.9779	10.7158	4.4173	5.8761	6.2572	6.7851	7.4751	2.7427	7.2748	7.5315
GGT6	9.3855	9.0126	8.1172	6.0805	3.1598	7.9407	8.4429	9.6728	8.8459	9.2054	9.519	8.791	4.1121	1.3485	7.4951	7.3047	8.3512	0.4923	8.4653	8.7595
GGT7	9.5764	8.1785	8.5579	7.5721	9.8041	8.9162	8.8866	8.7825	5.2886	7.9749	9.5566	8.8056	8.0949	7.9264	8.7919	8.2663	8.8634	8.0204	8.4551	8.7715
MCOLN3	8.1518	3.0728	7.189	5.225	7.8681	4.3972	3.0407	3.4176	2.7341	6.1436	6.3342	6.3879	7.5179	7.3198	7.5748	5.1356	6.863	8.7873	7.0479	5.8537
FBF1	6.7964	7.1675	6.7236	7.0399	6.9833	7.7411	8.0953	7.9848	5.6614	7.037	7.7798	7.0817	6.5258	6.8189	6.6088	6.9637	7.2035	6.3634	6.2536	6.9107
RASA4	8.3137	6.7645	7.4751	7.4996	8.2926	8.7202	7.1762	6.0442	6.4913	8.5875	8.4981	9.5136	7.8937	8.8236	8.7689	8.4916	8.6648	7.4115	7.6451	9.3341
HM13	11.1487	11.4482	11.2918	12.2127	12.8546	12.0262	11.6184	11.4874	12.8667	11.4466	11.5299	11.6945	10.9362	11.4619	11.3385	10.9966	10.8278	10.4363	10.9186	11.038
RASA2	7.2721	7.117	7.4693	7.0449	6.6514	7.8687	6.6978	7.4607	7.6593	7.5018	6.5548	6.0541	7.4184	7.3291	7.2164	7.5722	7.9488	7.6251	8.139	7.4863
FAM75A5	0	0	3.2069	0	0	0	0.8506	0	0	3.804	0	0	0	0	0	0	0	0	0	0
ACTN3	0.7467	0	0	0.468	0.9379	1.1897	0	0	0	0.4051	1.688	2.1326	1.3377	0.5998	0	1.5615	0.5351	1.3933	1.052	1.8899
CCDC144NL	0.4212	0	3.8252	0	0.6876	0.513	0.4871	1.2298	0	0.7211	2.7472	0	0	2.0331	0	0.9824	0.5351	2.5558	1.4798	1.7679
ACTN1	13.2595	12.2325	12.4676	12.3165	10.4098	12.2912	12.9337	12.0696	12.4588	12.6751	13.3954	12.9063	12.4471	11.5621	12.7468	13.075	13.1044	11.7568	12.9417	13.5545
PTCH1	7.6681	6.6502	6.5103	6.5796	7.2227	8.6843	5.4716	5.4785	8.015	8.5272	7.4717	8.2699	8.6555	8.9878	8.051	8.9885	8.8592	9.2328	9.1886	9.0089
NGFRAP1	11.7094	9.9941	9.6807	11.6349	11.0149	8.6074	7.5024	9.8641	7.603	9.1661	11.217	10.6586	10.3515	9.8855	10.0057	10.2309	10.1528	9.7616	10.3682	10.606
