Gene	TCGA.A7.A0CE.01	TCGA.A7.A0CH.01	TCGA.A7.A0D9.01	TCGA.A7.A0DB.01	TCGA.A7.A0DC.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.AC.A23H.01	TCGA.AC.A2FB.01	TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A0DC.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11
SCFD1	10.0064	10.234	10.2759	10.5437	9.8984	9.8116	9.3629	10.5054	9.9185	9.708	10.23	9.9461	10.527	9.9242	10.0037	10.2679	10.0312	10.1875	10.3022	9.9781
SCFD2	9.1766	8.4291	9.0477	8.7628	8.6636	8.5771	8.416	8.5246	7.9047	8.2576	8.4055	8.7995	8.9134	8.7003	8.5639	8.8955	8.6315	8.352	8.8277	8.5311
PPP3R2	0	0	0.4974	1.3407	0	0	0	0.6211	0.3758	0	1.1826	0	0.5938	0	0	0	1.2309	1.6009	0.4413	0.3793
MYPOP	7.2562	7.0039	7.039	6.9587	6.6426	6.6138	7.6042	6.9599	6.9838	6.7328	7.056	6.8777	6.7125	6.6508	6.0896	6.6445	6.8851	6.4532	6.5218	6.7555
ZNF167	5.1666	6.3673	6.9409	6.3414	5.9412	5.8096	4.6949	6.5805	4.3251	6.1633	6.5597	6.0703	6.2643	6.243	5.7076	6.5724	6.5189	6.3563	7.0902	6.307
GCOM1	7.9979	5.918	7.1082	7.837	7.3932	7.1734	4.514	7.8157	3.4264	8.4231	8.2125	10.8667	12.8217	11.1989	11.5415	12.365	11.5634	11.1818	9.0027	10.775
IQCB1	9.2958	9.009	8.852	8.8964	8.8678	8.8801	8.4693	8.1554	9.3162	9.2514	9.0391	8.8846	8.0895	8.0772	8.4045	7.7625	9.051	8.0472	8.7662	8.9877
SCG3	2.4349	0	0	1.104	0.3844	0.8907	0	0	0	2.3825	3.5983	2.6475	0	3.8989	2.8192	2.1425	2.4569	2.0886	5.0218	5.2923
MEN1	10.0182	9.8454	9.9427	9.9479	8.9697	9.5384	10.0217	10.0063	10.7115	9.5874	9.7171	9.5691	8.6555	9.0621	8.4985	9.1119	9.2922	8.7524	9.1207	9.2868
LOC202781	7.0722	7.4763	8.4635	7.0407	8.8002	7.9382	7.5588	7.9604	7.4905	7.7015	8.0762	7.6079	7.3252	7.0209	7.9675	6.6585	7.7525	7.2998	7.3746	7.5079
CPSF4L	0.7467	0	0	0	2.1237	2.6146	0	2.1692	0.6736	0	0	1.0897	0	1.0221	0	0.9824	1.2309	0	0.7787	0.3793
KRT222	5.1252	6.6439	5.9904	5.9163	6.7812	5.7189	6.3095	7.7201	4.8858	7.481	6.6445	6.2161	5.9446	7.258	6.1381	6.8957	5.7181	6.8336	6.8017	6.4429
DDX54	9.9883	10.2736	10.5495	10.1329	10.6279	9.8977	10.7167	10.1295	10.4171	10.0457	10.7101	10.6751	9.7487	9.8654	10.0643	9.4573	9.7936	9.0467	9.385	10.0878
SNORD114-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA4A	9.5348	10.0094	9.567	9.6165	8.273	7.0172	7.3186	10.1947	9.9587	9.7036	9.7413	9.1944	6.5416	7.2085	8.5622	8.0443	8.9153	4.8406	9.2737	9.3447
SEMA4B	11.4233	11.4359	10.7067	10.8941	11.9578	9.2011	11.1375	11.8013	11.2255	12.0176	11.2717	10.6239	7.8495	8.7887	10.8049	10.0227	10.604	8.5355	10.2965	10.5405
CSRNP3	3.3913	3.2813	2.4669	2.7544	1.1513	1.8328	1.9302	2.6116	1.4778	4.1844	3.7759	1.8611	4.1121	2.0331	4.6028	4.3926	5.0194	4.3873	6.0392	3.5637
SEMA4D	9.1407	8.5107	8.2303	8.6268	8.6711	8.9676	8.7289	8.6263	9.3833	10.3745	9.3256	9.011	7.7976	7.5673	8.5041	8.4765	8.9745	7.1509	8.8834	9.3619
GABRB2	4.1104	6.5463	5.1363	4.7373	1.7834	3.3778	3.8332	2.7334	3.7546	2.3825	2.8776	5.5626	4.9561	7.2677	4.5749	4.7988	3.2527	4.9585	6.1231	4.9433
OR2L2	0	0	0	0	0.3844	0	0	0	0	0	0	0	0	0	0.9501	0	0	0	0.4413	0.3793
PPAP2B	10.0559	9.4261	10.1356	9.8174	7.8104	8.8049	9.7114	9.6106	9.9251	10.9955	11.9159	11.8297	12.8968	12.3087	12.1116	12.2954	12.4865	13.3722	13.3355	12.5427
OTUD7A	3.2949	0.5222	4.4319	2.7544	4.8316	1.1897	5.5103	2.4787	2.7341	3.8371	4.4353	4.792	4.6101	3.9953	4.5749	3.2902	3.8551	3.1254	2.9632	4.0299
CTAGE9	6.4391	8.0912	8.5245	6.895	6.951	8.2729	7.447	6.1759	8.711	7.3117	5.9678	6.9715	5.9206	4.6861	6.9866	6.2505	6.9702	5.7622	8.6098	7.5339
C10orf110	3.6979	2.2214	3.5124	2.5249	2.9587	8.1188	2.6098	3.353	4.0008	4.6109	3.0233	3.967	3.6639	4.1621	3.0615	3.7115	4.4835	4.0339	3.1133	2.9809
C10orf111	2.4349	2.7386	2.3553	2.1534	3.69	3.7882	1.1406	2.6129	2.369	0.98	3.3058	3.3789	2.0197	1.3485	2.7207	2.6706	2.1992	1.7824	2.6707	2.1069
C10orf116	9.7663	10.5938	12.0206	10.6699	12.6534	9.4878	11.6934	11.1047	11.1144	11.4947	11.6474	13.3923	14.0101	13.5303	12.6703	13.0842	13.0908	13.8908	11.5063	12.4047
C10orf114	5.6484	4.4261	3.9838	5.9163	1.6494	7.6407	2.7274	5.3607	3.077	5.6885	5.4755	4.9928	5.5014	4.3271	4.6302	4.7473	4.85	4.2705	4.3193	4.6296
SQRDL	9.7787	11.2631	9.6857	11.1143	10.665	9.0454	11.2192	11.1972	11.5675	11.162	10.668	10.8365	10.264	10.6751	10.2902	10.1983	10.0218	10.158	10.7717	10.3983
CTAGE1	0.7467	2.1664	1.9567	2.2726	2.0189	1.9961	2.5408	2.9992	2.5989	2.5515	2.6774	0.8092	1.0131	1.0221	1.9244	1.9736	2.8652	2.2203	1.052	2.8102
C10orf118	8.8614	10.1091	9.855	9.6785	9.0998	9.226	8.602	10.473	9.4815	9.8642	8.7318	8.2107	8.9833	8.9761	9.4693	9.257	9.286	9.2684	9.9445	9.3427
C10orf119	11.6227	10.5326	10.5507	10.3536	10.8803	10.3142	10.7212	10.5001	10.3251	10.7811	10.2486	10.2052	10.4587	10.6646	10.5504	10.3305	10.4643	10.8365	10.8196	10.6488
CTAGE4	4.193	6.4631	7.0525	5.3791	5.2104	6.6693	5.7659	4.9225	7.1041	5.661	3.9928	5.1989	3.8824	4.0412	4.9016	4.9658	5.4776	3.8087	6.8064	5.8462
CTAGE5	8.956	9.9604	10.133	10.2071	9.9593	9.6591	9.8064	10.4985	10.0025	10.2625	10.0512	9.2299	9.1456	8.9603	9.3286	9.1951	9.6657	9.0627	9.4896	9.3914
CTAGE6	1.4303	2.996	3.3302	2.4849	2.4801	3.0461	2.8123	2.6116	4.5616	2.5515	0.9652	1.5264	1.3377	0	2.8192	1.7822	2.0507	2.2203	4.3702	2.4621
OR6W1P	0	2.1664	0	0	0.3844	0	0	0.3438	0	0	0.3978	2.0032	0	0	0	0	0	0	0	0.3793
HSPA9	13.4853	12.5826	13.3283	12.9943	13.1856	12.3106	13.0148	12.7633	12.5916	12.53	12.5488	12.34	12.4045	11.9981	12.4864	12.3846	12.2234	12.4917	12.2754	12.2034
SIP1	7.3188	7.1034	7.2682	7.8319	7.2691	7.0124	6.4353	7.0995	7.3449	6.814	7.0594	6.8684	7.2109	7.0209	6.4769	7.2317	7.1174	6.894	7.1996	7.0089
GLP1R	2.5226	1.2069	1.4042	1.104	1.1513	1.1897	1.3821	0.6211	0.3758	4.2596	4.7734	0.4606	1.0131	0	2.5008	4.5208	3.7141	1.1506	5.3974	3.409
SCN4A	4.2455	1.8547	5.7796	5.6003	3.0039	2.6146	5.2762	4.9479	3.7224	6.1763	7.0933	8.2143	9.984	9.1873	9.2227	9.2821	9.4035	10.8575	7.748	8.4114
SCN4B	6.5266	7.1306	6.2466	7.6676	5.6743	5.1183	7.0996	6.7085	5.2776	8.5549	10.0425	9.793	10.4131	9.5694	10.1999	10.273	10.1345	9.5948	9.9239	10.2995
OR2L3	0	0	0	0	0	0	0	0	0	0.4051	0.7092	1.0897	0	0	0.5519	0	0	0	0.7787	0.3793
SUMO3	11.5274	11.1363	10.6978	11.7022	11.993	11.1204	11.6714	11.11	11.1781	11.3511	11.1793	11.2857	11.2042	11.1751	11.4532	11.0101	10.8897	10.8355	11.4086	11.4188
ZNF30	6.227	7.5215	7.2911	7.4222	7.7297	7.7902	6.831	7.8368	7.6052	6.7503	6.7547	6.7675	6.5178	6.7159	6.7131	6.6515	6.4012	6.5995	7.1422	6.9782
TMCO3	11.0922	11.3447	10.8987	11.2206	10.8426	10.7073	10.1674	11.5603	12.0099	10.793	10.6237	10.3598	10.3543	10.0773	10.514	10.6459	10.1089	9.7589	10.0205	10.451
TNRC6B	9.5479	9.9848	10.0785	9.3162	9.8085	9.8561	8.9756	10.1427	10.5199	10.5029	9.7913	9.6758	10.3582	10.1917	10.2085	9.9891	10.0888	10.1544	10.6903	10.1333
FAM129C	1.4303	1.4565	1.4042	0.8208	1.3371	1.6486	1.1406	1.5278	0.9204	6.2519	2.6039	4.004	1.3377	0	1.2618	1.5615	1.4834	1.1506	0.4413	0.9275
GIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO4	9.9121	9.0151	9.6994	9.0335	8.6527	9.2332	8.6647	9.6235	9.8387	9.3145	9.7778	9.6252	9.0091	8.7684	9.0317	8.8504	9.9769	8.8176	9.2253	9.5484
CRTAC1	12.3393	3.4635	4.4041	3.9598	0.6876	4.7801	3.2378	4.2499	1.6243	3.9624	7.7754	6.5873	5.6106	5.643	7.1085	7.0629	6.2814	7.428	7.0672	7.9656
SCCPDH	10.1096	11.877	11.4095	12.0018	11.7895	9.4398	12.1074	11.7263	11.2189	11.1249	10.5014	10.5128	10.0855	10.235	10.8627	10.2883	9.8345	10.5456	10.3603	10.047
RPP38	8.5081	8.4722	8.1983	8.1369	8.3667	9.7818	7.7753	8.3416	7.7032	7.8966	8.7679	8.1161	7.5997	7.4488	7.9322	7.8134	8.1052	7.5331	7.9113	7.9863
ZNF195	8.3686	8.5632	8.8951	8.0788	9.1363	7.619	7.6711	8.5445	9.2288	8.0421	8.9013	8.1355	7.9861	7.7614	8.3437	8.0941	8.5951	8.0226	9.0189	8.4088
GIF	0	0.5222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERP1	11.579	12.497	11.5788	13.195	12.2903	11.6331	11.7869	12.5676	11.9573	12.2754	12.1637	12.0494	11.1943	11.5349	11.8917	11.6014	11.4805	11.6151	12.2836	11.9673
MFSD1	10.9016	10.938	10.8096	11.4434	10.1854	10.3557	11.3522	10.8733	10.3178	10.8455	10.9582	11.0391	10.9206	11.6016	10.8117	10.8602	10.7223	10.7762	11.2377	11.0028
OR2S2	0.4212	0	0.4974	0	0	0.513	0	0	0	0.4051	0	0	0	0	0	0	1.2309	0	1.052	1.3239
LRP6	11.0225	10.0045	9.8823	10.1267	10.6351	12.0322	7.8921	10.6119	8.5428	10.287	10.241	9.7273	10.6933	10.3414	10.7734	10.6616	10.9104	10.6365	11.3692	10.6118
MS4A4A	6.927	6.3673	6.4091	8.6857	2.8896	6.5094	6.9853	5.1473	6.3875	7.8887	9.5228	9.4831	9.9233	10.6237	8.8643	10.4868	9.3559	10.2365	9.2036	9.6933
TMCO7	7.838	7.3353	7.6575	7.363	7.9199	6.8827	8.7667	7.2876	8.4353	8.0492	8.3686	8.1941	8.6279	8.6061	8.3312	8.5739	8.7325	8.5036	8.6437	8.6761
CNDP1	1.7541	0.9048	2.2343	0.468	0.3844	0	2.2062	0.8538	0.3758	2.0847	1.3714	0	0	0	0.5519	2.1425	2.0507	0	1.052	0.6793
CNDP2	11.7043	11.9181	12.0827	11.9444	11.5905	12.0612	11.8299	12.2034	11.7928	12.1931	12.2206	11.6697	11.1927	11.6159	11.447	11.4465	11.2657	10.8695	11.2767	11.494
LYPLA2P1	6.8863	6.289	6.0182	6.6962	5.8217	6.9835	5.3632	6.4971	6.0927	6.0193	5.9382	6.0459	5.3109	5.5508	5.9223	5.1555	5.0194	4.7122	5.1141	5.4092
NPL	7.2206	7.3738	6.6529	9.0555	6.0648	7.2332	6.9623	6.7774	7.5421	7.7716	7.7091	8.1773	7.9919	10.3276	6.7322	8.6686	7.3536	7.3618	7.2681	7.6486
STRBP	9.9516	10.5436	10.3691	10.1306	11.1359	10.0855	10.2563	11.0537	10.3654	10.8476	9.5986	9.0616	8.238	7.8316	9.4454	8.6547	8.8717	8.5324	9.1957	8.9059
LRP4	5.8651	7.0378	5.5705	6.3808	6.2999	7.1397	5.8357	5.2115	5.1623	8.3607	8.0809	7.26	6.8589	7.6621	7.9347	7.1045	8.1714	6.7379	8.8456	8.218
MOCS2	9.7528	9.3596	9.7402	9.9134	9.8425	7.6469	9.6672	9.6166	9.5391	9.8787	9.7327	9.6368	10.0332	9.6659	9.6399	9.8813	9.6605	9.6211	9.9944	9.8124
CXorf61	7.1222	0	0	0	0	7.8661	0	0	0	0	0.7092	0	0	0	0	0	0	0	0	0
TXNRD2	8.2337	9.4196	7.5913	8.0183	9.3531	8.2366	9.1138	8.7657	9.0378	8.1029	8.6554	9.1095	7.7709	7.8924	8.2407	8.0628	8.2779	7.7612	7.2445	8.3355
LRP5	11.2395	10.1187	10.1014	10.1222	10.903	10.3074	10.3919	11.2606	11.1943	9.779	11.2154	11.5618	12.0376	11.2019	11.5069	11.6439	11.8042	11.6465	10.6323	11.2946
CXorf65	0.4212	0.5222	0.4974	0	0	0	0	0	0.3758	1.7089	0.9652	0.8092	0	0	0	0	1.8853	0	0.7787	1.1393
CXorf64	0.4212	0.5222	0	0	0	0.513	0	0	0	0.4051	0	0	0	0	0	0	0	0	0.4413	0
CXorf66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHR	9.6748	11.6026	10.7145	11.4232	9.7157	11.3621	10.0646	11.9566	10.7839	11.668	10.8082	10.6924	11.109	11.1908	11.3688	11.2135	11.2402	11.2898	11.5676	11.1224
SCGN	0.7467	1.8547	1.795	6.5326	0.3844	0	3.1751	2.1692	4.5975	1.1996	3.7759	5.8051	5.2543	2.7377	3.992	5.1944	2.0507	4.5211	9.4375	3.5266
GADD45GIP1	9.8204	9.1069	8.5115	9.8519	9.519	11.4334	9.0041	8.9203	9.1681	8.4704	9.5358	9.9222	9.0719	8.9111	8.7043	8.0282	8.3709	6.9848	7.2681	8.7054
COLEC12	7.3818	11.2955	8.2283	9.5045	11.777	6.944	6.4487	10.1763	7.135	7.4385	9.9881	10.5117	11.0198	12.0323	10.1798	10.6054	10.4996	10.7056	11.2891	10.9472
ENC1	10.172	11.0084	10.4959	12.0088	8.0584	10.6384	9.6861	10.0229	12.2999	10.6138	8.9895	9.5089	9.3058	9.5952	9.7006	9.9859	10.0636	8.2164	11.184	9.9776
COLEC10	2.7577	2.3002	4.6605	1.8806	1.6494	0.513	1.1406	2.5467	1.7572	2.773	1.1826	0.8092	0	0.5998	0.9501	2.1425	1.2309	0	0.7787	0.9275
COLEC11	3.1916	1.6693	3.4437	3.4032	0.6876	3.5454	1.1406	1.9854	1.4778	3.7354	5.4755	5.8148	6.245	5.4859	4.9016	5.5653	5.492	6.2978	3.4619	4.8411
MAP3K11	9.9262	10.1198	10.0813	10.4429	9.1158	9.8812	10.2705	10.3488	10.7554	10.2735	10.6545	10.9874	10.1923	10.4443	9.8106	10.4975	10.3924	10.1274	9.5738	10.5006
TXNRD1	10.7909	10.0372	10.6827	10.1671	11.1615	10.6329	8.5488	11.0047	11.1387	11.0433	10.0607	10.8612	11.1996	11.429	10.8548	11.1211	10.5402	10.7095	10.6609	10.7744
LRP8	8.3082	5.7012	8.4226	4.6737	5.8827	8.2927	8.3518	5.7332	9.6172	6.3179	5.4124	5.1386	4.8326	6.2032	5.7457	5.9876	6.2562	5.0141	5.8283	5.5268
NPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA2	12.0867	11.6498	12.9828	12.9665	9.7141	11.8715	12.0633	11.4306	12.6941	12.5109	15.4298	14.0338	11.6455	12.261	13.7488	14.151	14.0492	12.4645	15.0897	15.4514
ZNF197	8.418	9.3653	9.017	9.211	8.8669	8.5592	9.0463	9.0021	9.6528	8.9121	8.7521	8.375	8.6933	8.8004	8.5675	8.6858	8.8773	8.9229	9.151	8.7595
ACTA1	6.8945	4.8536	3.3302	3.9949	5.7499	3.8743	3.7058	6.0409	3.077	0.4051	2.9386	5.97	1.3377	0	4.6302	1.3008	2.4569	0.8586	4.8173	5.7366
ZNF192	8.6488	9.0187	9.2239	8.5683	9.5076	8.6122	8.4677	9.049	6.1422	9.2491	8.0261	7.5041	9.0787	9.0718	9.6366	9.1233	9.1972	9.5509	9.8419	8.8749
EMCN	7.6848	7.3926	8.4156	8.3636	7.0103	6.2015	8.3031	7.0622	6.8819	9.7019	10.033	10.1909	10.6473	10.5961	10.0526	10.9523	10.5763	10.8515	10.6708	10.7042
WNK2	8.959	8.9084	5.609	8.5958	8.8967	8.7292	8.2231	9.7333	4.3673	6.6476	10.0392	8.9064	4.2346	3.6271	8.7358	7.4922	10.3324	4.0407	8.8259	9.5159
QSOX2	8.9272	7.347	7.7949	7.9304	8.283	10.372	8.0315	8.1636	7.9047	7.7759	8.1619	7.6571	7.8903	8.0353	8.028	7.5498	7.967	7.7032	7.9906	8.0661
INSL5	0.4212	0.9048	0	1.3407	0	0.8907	0	0.8538	0	0	0	0	0	0	0	0	0	0.4923	0	0
PDS5A	11.5958	11.6558	12.0983	11.3488	12.0803	11.6616	12.0005	11.7128	11.9862	11.6768	11.1143	10.858	11.3214	11.3531	11.3611	11.328	11.3242	11.5957	11.6235	11.2851
PDS5B	9.4892	10.4741	10.1456	10.6082	9.8738	9.8421	10.2416	10.4085	10.1	10.5779	9.8882	9.3338	9.7993	10.0965	9.9483	9.8761	10.0256	9.9795	10.3067	10.192
MFSD3	7.6512	8.0371	10.4718	8.4625	9.4997	8.7022	9.6529	8.2942	8.9222	7.7215	7.8899	8.1585	6.2738	6.2332	7.8117	7.2128	7.486	6.4928	6.9922	7.2785
SYCE1L	4.5258	1.2069	2.2343	0.468	0	3.188	0.8506	0	0	1.5583	5.0881	4.8868	2.7226	1.6144	1.518	1.5615	3.4434	1.1506	2.5872	3.7364
TSTD1	10.3782	10.8957	9.6908	10.7856	9.2243	9.4835	10.8821	10.9973	9.7833	10.3097	10.17	9.9646	8.5711	7.0323	8.8672	9.1827	8.8139	8.5116	8.8735	9.0131
TSTD2	8.2003	9.6507	8.889	9.1314	9.2957	9.236	8.8068	9.6119	9.9536	9.4702	9.1339	8.6518	9.3464	8.7995	9.212	9.486	9.2283	9.1934	9.515	9.1421
PLXNA4	6.4559	6.2399	8.2283	7.964	3.3873	7.3245	5.2151	6.8599	6.7325	7.5095	9.0304	11.5501	13.0794	11.6524	12.0228	12.4727	12.078	12.5544	8.1298	10.3821
PKHD1L1	2.0183	0.9048	0.8666	0	2.0189	0	4.0233	0	2.7341	3.2858	5.061	6.5473	2.6068	7.4741	6.2833	6.9016	7.1588	7.2583	8.785	7.2979
BNIPL	8.5068	11.1491	8.0538	9.8908	8.3261	9.31	8.2489	11.7211	3.4355	9.4309	9.0304	8.8846	3.8824	2.3572	7.8057	7.6123	8.4114	2.4524	8.4755	7.8368
TADA2A	8.3979	7.1878	7.3614	6.8526	8.0132	8.2509	7.7726	7.7511	6.303	7.0511	7.5929	6.4941	7.1501	7.5235	7.4225	7.5001	7.9514	7.6862	7.4709	7.6891
TADA2B	8.9412	10.5133	10.6856	10.1691	10.4834	8.7855	9.2627	11.0005	10.1736	10.5523	10.2	10.1244	9.7057	9.4276	10.0526	9.7469	9.8	9.591	9.7568	10.0404
PSMB4	12.8803	12.1199	11.4593	12.2665	11.2709	12.4771	12.1901	12.4215	11.7812	11.5883	11.6643	11.9533	11.643	11.5328	11.2391	11.6599	11.5854	11.5625	11.6396	11.6799
NR2C2AP	9.6504	8.6423	8.5675	8.9325	9.5166	9.533	9.7317	8.2806	8.4163	8.3748	8.6368	8.576	7.7942	7.6231	8.0755	7.5822	8.0963	7.3084	7.8924	8.3682
PAICS	12.2344	11.3925	11.9064	10.9583	12.1188	11.8838	12.0066	11.1944	11.6834	11.3296	11.0321	10.3831	10.0624	10.1307	10.8251	10.4343	10.664	10.2567	11.1699	10.8322
OR1I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSBN1L	8.7042	9.7145	9.9536	9.3247	9.5191	8.9101	8.7649	8.5732	9.112	9.1685	8.6167	8.1755	8.2251	8.2584	8.6234	8.3571	8.6348	8.5534	8.9335	8.614
UBXN2B	10.4947	10.2049	10.5396	9.5561	10.7185	10.3238	10.0406	10.1178	10.1023	9.9203	9.579	8.8904	8.9255	9.1247	9.5233	9.2256	9.206	9.116	10.0583	9.4551
UBXN2A	9.362	7.9958	7.8003	7.6972	7.6108	9.2053	7.7048	7.4869	7.9865	8.0754	8.4177	7.9614	8.679	8.3153	8.4779	8.5078	8.53	8.9034	8.5709	8.459
VWA5B2	1.4303	1.8547	6.1988	1.104	2.5569	2.9695	2.8123	0.8538	6.7121	2.1909	2.3581	2.0032	0	0.5998	1.518	0.5733	2.1992	0	0.4413	2.2042
VWA5B1	0	0	1.9567	0	0.3844	0	0.4871	0	0	2.773	0.7092	0.8092	0	3.2873	1.9244	1.5615	0.9246	1.1506	1.052	2.6116
KIAA0319	3.9614	6.7529	4.6605	1.3407	2.6299	2.9695	1.5888	1.3864	2.0953	1.1996	1.688	3.6186	3.2714	2.3572	2.2412	2.4306	2.5703	1.6009	2.7495	3.2809
DYNC2LI1	8.1501	9.29	8.6961	8.4828	8.8631	8.7358	8.3013	9.5861	8.5736	8.5586	9.0955	8.6304	8.191	8.2187	8.0636	8.3699	8.734	8.6884	8.8899	8.7961
EDARADD	6.7199	8.3789	5.6436	9.6116	8.8545	6.1153	5.2762	5.5129	10.2055	8.5917	9.3306	8.1003	5.655	5.2522	8.2161	7.9478	7.3216	4.1763	8.4566	8.5393
IFNW1	0.4212	0	0.4974	0.8208	0	0	0	0	0.3758	0.98	0	0	1.3377	0	0	0	0.5351	0.4923	0	0.6793
ZNF212	8.734	8.4309	9.1199	8.8952	8.8949	9.1248	7.8323	7.1523	8.1098	8.0615	8.4857	8.4405	7.9209	7.6694	8.4704	7.785	8.1469	7.5043	7.8919	8.2108
OR4D6	0	0	0.4974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4413	0
ZNF224	7.2373	8.0164	7.8615	8.0045	7.8349	6.1433	7.4907	8.1697	7.5669	7.8758	7.9151	7.7375	8.0079	7.9525	7.8435	8.0905	8.3263	8.3351	8.5273	8.0018
ZNF225	6.4107	6.7703	6.5552	6.8669	6.4745	5.6592	6.4879	6.6861	6.27	6.7151	6.5597	6.308	6.4438	6.7715	6.6675	6.7398	6.533	6.9802	7.1459	6.6855
ZNF226	7.7316	8.4687	8.3999	8.8528	8.4635	7.8095	8.1402	8.7222	8.444	8.2205	8.94	8.5076	8.4012	8.0038	8.2229	8.2571	8.4322	8.1312	8.6617	8.3409
KIF9	6.1817	8.1518	6.8094	7.9349	7.852	6.7967	7.9032	8.0491	7.7034	6.9322	7.7935	7.0636	5.9816	6.1726	6.9493	6.7915	6.5637	5.4087	7.0578	7.1305
KIF6	4.1385	3.9844	3.7389	3.4032	3.69	1.4373	4.0233	4.6867	3.2674	4.331	3.7759	3.3258	3.4833	2.3572	2.9115	4.0542	3.0329	5.5023	4.0656	4.3607
KIF7	8.2606	5.8377	7.9371	6.8369	8.1725	6.0773	7.3764	6.2119	5.3564	5.4612	8.3874	7.9076	7.2381	7.6083	7.4344	6.6183	6.9844	6.3177	6.8587	7.6416
ACMSD	0	5.8721	0.8666	3.8102	0.3844	0	7.3295	7.2319	0	2.1909	4.7734	3.3789	0	0	0.9501	1.7822	0.9246	0.4923	0.7787	2.5388
KCNQ5	4.4827	8.0081	3.8252	6.2426	5.4709	3.7424	0.4871	3.4535	3.3113	5.4738	5.1667	4.252	2.1904	0.5998	4.4265	4.4581	4.4367	2.2203	4.1552	4.4626
KCNQ2	0	0	1.4042	0	0	0	0	0.3438	1.3149	0.7211	0.7092	0	0	0.5998	0	0	0	0	0	0
KCNQ3	1.8922	3.2813	4.6605	2.8341	2.3129	3.4917	3.0407	3.9569	3.6214	2.9037	3.2101	2.2513	3.4833	2.945	2.5008	4.3926	4.3118	2.6523	3.0279	3.3675
KCNQ1	7.1222	6.8747	9.7235	7.2871	7.054	5.2374	6.9669	7.862	10.6901	7.3205	8.6946	8.0623	7.2059	8.4361	7.7281	7.9732	7.8679	6.8076	7.5307	8.2808
ALDH8A1	7.0015	3.3446	3.2699	2.9096	5.3465	2.276	2.4377	5.2426	3.7861	3.7701	3.672	3.9347	3.1932	2.7377	4.3626	3.2902	3.8096	2.8278	3.7187	3.0385
HOXC10	9.4195	4.8317	8.357	8.5928	2.2214	7.0686	6.1554	10.9313	8.6642	5.7243	7.9393	7.292	3.1106	3.8989	6.6136	6.3829	4.3756	4.0403	7.8432	7.5126
HOXC13	7.5966	2.4226	7.7869	4.1587	1.3371	7.7762	4.8232	6.213	4.8416	6.3809	5.7722	4.5355	0	1.0221	4.2255	3.8251	3.8096	0	6.5769	5.5361
HOXC12	3.6854	0	2.3553	0	0	1.1897	1.9302	1.6565	0.3758	0	0.7092	0	0	0	0	0.5733	0	0	0	0
VEGFA	12.3592	9.8051	11.7648	9.246	12.1518	11.5357	10.9903	10.6807	10.8278	11.093	9.9353	9.9733	10.9514	10.5956	11.0079	10.0607	10.4675	11.7507	9.5478	9.5327
TSPY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	5.1392	5.772	6.0722	6.2131	4.8004	5.1183	5.1183	5.114	5.5214	6.1236	6.8688	6.896	7.6914	8.6213	8.1725	8.3024	8.0129	8.5837	7.7238	7.7944
LHX4	3.4934	3.1953	3.5545	1.9932	3.0359	2.1032	2.0526	3.2734	3.5543	2.4144	0.8171	1.9745	0	2.7913	2.5452	1.3678	2.5428	2.4492	1.6358	1.6704
UBE2E2	6.6966	7.0942	8.8926	7.4509	9.9213	9.3407	6.8157	6.5642	8.2503	8.9951	8.6325	9.2228	9.6637	9.0254	9.3342	9.2432	9.1501	8.9739	8.8163	9.0323
RTTN	8.7814	7.8589	7.7349	7.6346	7.6551	9.6682	7.9727	7.8604	6.9667	8.0927	7.6258	7.285	7.5099	6.9201	7.4988	7.623	8.4095	8.3376	8.2851	7.8963
BNIP1	6.1256	7.6271	7.7487	7.7078	7.5439	7.5384	7.437	7.6309	7.9488	7.0756	7.5929	7.5855	7.6223	6.9444	7.1327	7.3572	7.0844	6.9185	7.2205	7.0939
BNIP2	9.9049	9.1771	10.0214	9.235	9.0257	9.872	9.3282	8.8764	9.104	9.6832	9.6004	9.8233	10.5605	10.3982	10.2982	10.3162	10.2432	10.7362	10.3814	10.2587
BNIP3	10.479	9.8385	10.7035	9.6221	10.7127	9.2586	8.7303	9.6086	10.0344	8.1481	9.3953	10.1518	10.8709	10.7448	10.2433	10.152	9.9444	11.484	9.467	9.608
