logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.200070282677083	-0.0307133705029483	1.61229441032004	0.117755166068461	0.357626800652364	-4.72361537908946
KEGG_PURINE_METABOLISM	-0.169133726161666	-0.0346161270998206	-1.56733221225451	0.127911222455258	0.381408008775678	-4.78638674178151
KEGG_BASE_EXCISION_REPAIR	-0.172398917558665	-0.0706522375858095	-1.51562370485885	0.140465629689012	0.411363629803534	-4.85674587158065
KEGG_ALLOGRAFT_REJECTION	0.183600614856789	-0.00744260504726668	1.5050634910168	0.14314849756877	0.411865852654005	-4.87087122704278
KEGG_OLFACTORY_TRANSDUCTION	-0.23286189283871	0.18553566150993	-1.49226768919072	0.146454601502627	0.41411301114536	-4.88787516795433
KEGG_RETINOL_METABOLISM	0.192976526559196	0.107445838045925	1.44655507437931	0.158770100387335	0.44132705870378	-4.94761360726505
KEGG_TYPE_II_DIABETES_MELLITUS	0.16151823971822	0.0284250956095964	1.42704571069911	0.164271398426392	0.449008489032139	-4.97262550146812
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.15767773786033	0.0323384213237846	-1.40264650407783	0.171362970252332	0.460713559366926	-5.00349545414533
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.181033786746984	0.0992999955054976	1.37637420121114	0.179266331389843	0.474188360450552	-5.03622085740926
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	-0.149918179958557	-0.0249786898022513	-1.35740421145139	0.18514825432607	0.481973233483737	-5.05951632228592
KEGG_PPAR_SIGNALING_PATHWAY	0.175996084868843	0.000392540257858309	1.33429398609412	0.192515657902708	0.490095175047887	-5.08751498426636
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.155336558047767	-0.025545895829649	1.32896879547787	0.194245038890931	0.490095175047887	-5.0939069781847
KEGG_PROTEIN_EXPORT	-0.17973686378452	-0.0747161781024701	-1.28927936403628	0.207514260194304	0.515641495028272	-5.14083932304457
KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.165229564848778	-0.074233381586095	-1.2600493801476	0.217721281346294	0.53229081649768	-5.17459929340831
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.152621327387499	-0.00948121746990778	1.25045316808898	0.221153824195636	0.53229081649768	-5.18553285912109
KEGG_PROTEASOME	-0.177592663872119	-0.0353630375204582	-1.24271426657844	0.223951624014268	0.53229081649768	-5.19429608749441
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.145131540270943	0.0257878579013149	1.23056956682084	0.228395793376517	0.535098715910696	-5.20795046676562
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.168160315467071	-0.0395577293099798	1.18235443142288	0.246691924773239	0.569823600884665	-5.26097313552277
KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.138287682482044	-0.055558350771748	-1.14074779650062	0.263330526161256	0.599808420700639	-5.30519159603894
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.141745517049255	-0.0229524125655656	1.11649765166459	0.273396734602205	0.614206362667968	-5.33030082319803
KEGG_VIRAL_MYOCARDITIS	0.133970363227109	-0.0192928664712019	1.10047896748368	0.280196214171644	0.620975393569589	-5.34661726897252
KEGG_OXIDATIVE_PHOSPHORYLATION	0.139772757088088	-0.0685304448340952	1.08648954871723	0.286232527418245	0.625895126621229	-5.36069041824496
KEGG_ACUTE_MYELOID_LEUKEMIA	0.123005457068445	-0.0884067135571596	1.0442767925236	0.305005050374128	0.656528380323965	-5.40215363120795
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	-0.134888635595731	-0.0312249884304425	-1.02959003553054	0.311733903011153	0.656528380323965	-5.41622461914484
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	-0.132016188065542	0.0154494986999721	-1.02496930104816	0.313872078616343	0.656528380323965	-5.4206135427608
